proteinID,LFQ.intensity.A1,LFQ.intensity.A2,LFQ.intensity.A3,LFQ.intensity.C1,LFQ.intensity.C2,LFQ.intensity.C3,impute_LFQ.intensity.A1,impute_LFQ.intensity.A2,impute_LFQ.intensity.A3,impute_LFQ.intensity.C1,impute_LFQ.intensity.C2,impute_LFQ.intensity.C3,pvalue,log1P,log2fc,t.value,p.adjust,Cys,geneName
E9Q557,21.783687293009898,20.11946297411497,19.63919937188593,19.9877358756246,NA,19.831270126787793,21.783687293009898,20.11946297411497,19.63919937188593,19.9877358756246,16.374605109267907,19.831270126787793,0.2560111474087182,0.5917411239354486,-1.7829128424434977,-1.3242768127967552,0.2560111474087182,43,Dsp
E9Q7G0,20.57181929077819,19.497516628325908,19.494589991181822,19.146265364478616,19.088819288121098,18.78953364497036,20.57181929077819,19.497516628325908,19.494589991181822,19.146265364478616,19.088819288121098,18.78953364497036,0.08710043765276643,1.0599796627913733,-0.8464358709052853,-2.2556313708477735,0.08710043765276643,19,Numa1
F6ZDS4,18.617589425724685,18.823951823122147,18.87153229436328,18.888249758616876,18.75329510896285,18.81515810732952,18.617589425724685,18.823951823122147,18.87153229436328,18.888249758616876,18.75329510896285,18.81515810732952,0.611996366624904,0.21325115621953517,0.04787647723304289,0.5493445244752683,0.611996366624904,7,Tpr
O08547,20.470503978097504,20.556558442422645,20.604672666914347,20.27946095751951,20.445867604052218,20.17499393121944,20.470503978097504,20.556558442422645,20.604672666914347,20.27946095751951,20.445867604052218,20.17499393121944,0.05046216651749332,1.2970341076354517,-0.24380419821444121,-2.767459696282203,0.05046216651749332,3,Sec22b
O08553,21.03590522913891,21.23309768755798,21.156905204248858,21.112607493755842,21.276283463814302,21.19334006439312,21.03590522913891,21.23309768755798,21.156905204248858,21.112607493755842,21.276283463814302,21.19334006439312,0.5220581315672507,0.28228113528655696,0.052107633672505926,0.7007870341264275,0.5220581315672507,7,Dpysl2
O08582,20.669514862718223,20.589665774675545,20.682860887965962,20.488660013322868,20.350136348623884,20.434001016724523,20.669514862718223,20.589665774675545,20.682860887965962,20.488660013322868,20.350136348623884,20.434001016724523,0.010912546592929982,1.9620738889899991,-0.2230813822294877,-4.489195316030606,0.010912546592929982,12,Gtpbp1
O08585,18.11943764345557,17.954071323516228,NA,19.1589646384047,19.47611330415266,18.442246983827225,18.11943764345557,17.954071323516228,16.93869133946382,19.1589646384047,19.47611330415266,18.442246983827225,0.04749217097152835,1.323377977408819,1.355041539982988,2.82694200582007,0.04749217097152835,1,Clta
O08599,NA,19.68203787226802,19.63778524215019,19.789947494406245,19.38004669073565,19.72465706568214,16.420074117886475,19.68203787226802,19.63778524215019,19.789947494406245,19.38004669073565,19.72465706568214,0.3883073077456528,0.410824436176208,1.051584672839784,0.966991309267071,0.3883073077456528,7,Stxbp1
O08663,20.037246647218712,19.96775537217202,19.85340093944185,19.597670688101847,19.518530221410533,19.66082113226864,20.037246647218712,19.96775537217202,19.85340093944185,19.597670688101847,19.518530221410533,19.66082113226864,0.005949402016508988,2.225526683680097,-0.3604603056838549,-5.333957688981014,0.005949402016508988,15,Metap2
O08709,20.895856291815907,21.103031625326754,21.547690973970855,21.829041356595052,21.97956056445533,22.047367582823465,20.895856291815907,21.103031625326754,21.547690973970855,21.829041356595052,21.97956056445533,22.047367582823465,0.019178535475240267,1.7171845597986097,0.7697968709201106,3.7954553617999522,0.019178535475240267,2,Prdx6
O08749,21.066906425855993,20.993482982569226,21.13157063534604,20.805224302605513,20.89659552888931,20.98558347990002,21.066906425855993,20.993482982569226,21.13157063534604,20.805224302605513,20.89659552888931,20.98558347990002,0.062361361112357974,1.205084414375831,-0.16818557745880724,-2.564182415775714,0.062361361112357974,9,Dld
O08756,19.69051981147813,20.029718590416184,20.657178863200173,19.59391992650584,19.86426474965614,19.67312615952204,19.69051981147813,20.029718590416184,20.657178863200173,19.59391992650584,19.86426474965614,19.67312615952204,0.23097997102518378,0.6364256774687452,-0.4153688098034891,-1.4113512789972031,0.23097997102518378,2,Hsd17b10
O08759,18.487934217837854,18.95526393861194,18.57765747660776,18.693296371517444,18.96395157463583,18.52156210229256,18.487934217837854,18.95526393861194,18.57765747660776,18.693296371517444,18.96395157463583,18.52156210229256,0.7980699336068018,0.09795905044278033,0.052651471796092864,0.27341643063028453,0.7980699336068018,17,Ube3a
O08788,18.893265975043853,19.01026037300104,18.947380106244054,18.85248683847297,18.66296037823513,18.82845263426266,18.893265975043853,19.01026037300104,18.947380106244054,18.85248683847297,18.66296037823513,18.82845263426266,0.06915007844842985,1.160207322861961,-0.16900220110606412,-2.4672574962170324,0.06915007844842985,12,Dctn1
O08795,19.455852946514778,19.342842944421424,19.238903826367704,19.40103782259144,19.06513209506528,19.10674183498797,19.455852946514778,19.342842944421424,19.238903826367704,19.40103782259144,19.06513209506528,19.10674183498797,0.2760101991681342,0.5590748695268077,-0.15489598821973516,-1.2604893216107542,0.2760101991681342,17,Prkcsh
O08807,24.00658769450964,23.99464001916685,23.857757803687644,24.26670877563839,24.285174160662297,24.11020354540443,24.00658769450964,23.99464001916685,23.857757803687644,24.26670877563839,24.285174160662297,24.11020354540443,0.021646619463924356,1.6646099174536804,0.2677003214469913,3.656519154111036,0.021646619463924356,4,Prdx4
O08810,19.49745815372736,19.904893297704504,19.98648648845313,19.485892186299633,19.77711080724961,19.83523932640651,19.49745815372736,19.904893297704504,19.98648648845313,19.485892186299633,19.77711080724961,19.83523932640651,0.6298356277477066,0.20077277638191907,-0.09686520664308063,-0.5210685226497176,0.6298356277477066,17,Eftud2
O08848,18.932087846074687,19.111257954979795,19.00689582003124,19.337517375284754,19.230133048013254,19.335054452111628,18.932087846074687,19.111257954979795,19.00689582003124,19.337517375284754,19.230133048013254,19.335054452111628,0.01065757898033059,1.9723414402342285,0.28415441810797404,4.5200916073668305,0.01065757898033059,13,RO60
O08915,18.42910429572018,18.74655368400661,18.81597112230786,19.446877329066062,19.369797536313648,19.727518335539397,18.42910429572018,18.74655368400661,18.81597112230786,19.446877329066062,19.369797536313648,19.727518335539397,0.006181837215614804,2.208882435262852,0.850854699628151,5.277207180155601,0.006181837215614804,8,Aip
O09061,NA,19.515973120085576,19.657597581833468,20.055896704326376,20.004977524509513,19.9136403495223,15.602737884779515,19.515973120085576,19.657597581833468,20.055896704326376,20.004977524509513,19.9136403495223,0.2623667229441218,0.5810912491676016,1.7327353305532078,1.3034979714967507,0.2623667229441218,4,Psmb1
O09106,19.62848825986479,19.90089038740104,19.751939537841672,20.11324363073907,20.36271010468536,20.132449523610134,19.62848825986479,19.90089038740104,19.751939537841672,20.11324363073907,20.36271010468536,20.132449523610134,0.017003295692245225,1.7694668926079002,0.4423616913090207,3.9369516511744984,0.017003295692245225,10,Hdac1
O35129,20.838382219145274,21.861321700534262,21.999069617890747,20.492576923462252,20.56374370472166,20.227526637044996,20.838382219145274,21.861321700534262,21.999069617890747,20.492576923462252,20.56374370472166,20.227526637044996,0.04015725934686002,1.396235934586909,-1.138308757447124,-2.9945511193688676,0.04015725934686002,0,Phb2
O35215,20.277759599123243,20.423472960565622,20.532123788330445,20.48885611160248,20.691406165812253,20.321245506276135,20.277759599123243,20.423472960565622,20.532123788330445,20.48885611160248,20.691406165812253,20.321245506276135,0.5293115801375466,0.27628860452597725,0.0893838118905208,0.6879327878199462,0.5293115801375466,2,Ddt
O35286,20.01862400386755,20.538010797455783,20.20633713512404,20.684231538306825,20.379835229388128,20.654122027208878,20.01862400386755,20.538010797455783,20.20633713512404,20.684231538306825,20.379835229388128,20.654122027208878,0.15179221273946916,0.8187505080915737,0.3184056194854854,1.7680059921874705,0.15179221273946916,14,Dhx15
O35326,21.842377968284147,19.74136164559274,19.757289080733713,20.150411720526048,20.201678845147793,20.486697563124483,21.842377968284147,19.74136164559274,19.757289080733713,20.150411720526048,20.201678845147793,20.486697563124483,0.8240834799329882,0.08402879189770342,-0.16741352193742642,-0.23729866444705483,0.8240834799329882,2,Srsf5
O35593,19.777415862597625,20.425215903299385,20.959854812403282,22.152424733285056,22.03516691720813,22.011339197120773,19.777415862597625,20.425215903299385,20.959854812403282,22.152424733285056,22.03516691720813,22.011339197120773,0.008211732816315796,2.085565189633571,1.678814756437891,4.871341836752239,0.008211732816315796,3,Psmd14
O35643,NA,20.301956073606263,19.512678744549724,19.47668688137769,19.49288981734951,19.55511708566446,17.315741317638917,20.301956073606263,19.512678744549724,19.47668688137769,19.49288981734951,19.55511708566446,0.6304889392723407,0.20032252789363253,0.46477254953225255,0.5200423335099299,0.6304889392723407,15,Ap1b1
O35658,NA,NA,NA,17.6822951151125,18.397908557303648,18.53784022244139,16.715680392398323,16.73042377365712,17.222852051240466,17.6822951151125,18.397908557303648,18.53784022244139,0.013635572909644882,1.8653266101044328,1.316362559187212,4.205482169857848,0.013635572909644882,6,C1qbp
O35668,NA,NA,NA,18.796679723581796,18.644912464409504,18.69496314581433,17.159958888832705,17.04335925641399,17.210101157756046,18.796679723581796,18.644912464409504,18.69496314581433,1.89663722490584e-5,4.722015729885316,1.5743786769342947,23.64566754992857,1.89663722490584e-5,6,Hap1
O35685,21.675040451915567,22.00027377040276,22.295524573035625,21.231809462336432,21.456885781578624,21.177794217844045,21.675040451915567,22.00027377040276,22.295524573035625,21.231809462336432,21.456885781578624,21.177794217844045,0.02415850849260147,1.6169298818649833,-0.7014497778649478,-3.5333064601531876,0.02415850849260147,0,Nudc
O35690,NA,17.794809284218278,18.20084114736919,20.330028396446558,19.240791332161958,20.73694358021894,17.139910996677383,17.794809284218278,18.20084114736919,20.330028396446558,19.240791332161958,20.73694358021894,0.01167505268298054,1.9327411510294206,2.3907339601875357,4.401774548943786,0.01167505268298054,5,Phox2b
O35691,23.190494466577096,22.23101839061539,22.808272133305,21.458839126201514,21.548961097016324,21.516579159078546,23.190494466577096,22.23101839061539,22.808272133305,21.458839126201514,21.548961097016324,21.516579159078546,0.011606928531822873,1.9352826896635567,-1.2351352027337015,-4.4093000388884,0.011606928531822873,3,Pnn
O35711,NA,17.882619169810386,NA,18.82922721901013,18.164818562040093,18.539507202190904,16.776975041688118,17.882619169810386,15.718326178160556,18.82922721901013,18.164818562040093,18.539507202190904,0.05826375614511427,1.2346015207294156,1.7185441978606875,2.6287285596923202,0.05826375614511427,11,Ppfibp2
O35737,22.18137795155272,22.07522320385021,22.375944099631276,23.295020026395886,23.336199253541785,23.412738323941642,22.18137795155272,22.07522320385021,22.375944099631276,23.295020026395886,23.336199253541785,23.412738323941642,2.7420697665617746e-4,3.561921499638649,1.137137449615036,12.024790342409698,2.7420697665617746e-4,5,Hnrnph1
O35841,19.4495396125437,19.540680509693566,19.519240790382437,19.49210745535537,19.630480441526956,19.55509835727007,19.4495396125437,19.540680509693566,19.519240790382437,19.49210745535537,19.630480441526956,19.55509835727007,0.312362446474661,0.5053411843631658,0.05607511384423347,1.1550771084718476,0.312362446474661,6,Api5
O35857,19.888651103892055,20.172676544258227,20.56783355874596,20.22352568575398,20.03563679578789,19.82715039493682,19.888651103892055,20.172676544258227,20.56783355874596,20.22352568575398,20.03563679578789,19.82715039493682,0.4714483044054146,0.32656592189236866,-0.1809494434725174,-0.7943689726856769,0.4714483044054146,6,Timm44
O35887,NA,NA,NA,20.054175031975216,20.081348199900077,20.035099779202167,17.056656723853266,16.709938051966308,16.658815779994494,20.054175031975216,20.081348199900077,20.035099779202167,1.3313675525691328e-5,4.875702031665477,3.248404151754464,25.845374026227088,1.3313675525691328e-5,2,Calu
O54734,20.916267279663504,21.066972099921827,20.83144023859532,20.55065285686725,20.535829708800282,20.471298140391497,20.916267279663504,21.066972099921827,20.83144023859532,20.55065285686725,20.535829708800282,20.471298140391497,0.0045786605355596305,2.339261554113338,-0.41896630404054136,-5.735019615526845,0.0045786605355596305,4,Ddost
O54833,18.792936416700837,18.558091812106635,NA,19.153631194101663,19.10789134196464,18.832475941214465,18.792936416700837,18.558091812106635,15.984332348740162,19.153631194101663,19.10789134196464,18.832475941214465,0.23854172980216917,0.6224356357537378,1.2528792999110436,1.3841021043996604,0.23854172980216917,3,Csnk2a2
O54984,20.681574719528374,20.60295253205669,20.57450113868266,23.012635449816063,22.64588003725617,22.751645390421686,20.681574719528374,20.60295253205669,20.57450113868266,23.012635449816063,22.64588003725617,22.751645390421686,4.315267522501708e-5,4.364992275280212,2.183710829075398,19.223714651469486,4.315267522501708e-5,8,Get3
O54988,NA,18.476627556376517,NA,19.072451906663485,18.90174488129757,18.987597108246927,16.49346982404842,18.476627556376517,16.953103868247005,19.072451906663485,18.90174488129757,18.987597108246927,0.04916266557022211,1.3083645779610376,1.6795308825120117,2.792972331835689,0.04916266557022211,12,Slk
O55023,NA,19.6265289715098,19.568241907189357,19.844586245827536,20.00250739066761,20.079005528141654,17.435638466383136,19.6265289715098,19.568241907189357,19.844586245827536,20.00250739066761,20.079005528141654,0.20381772171817122,0.6907580572785454,1.0985632731848334,1.517194086887688,0.20381772171817122,7,Impa1
O55029,19.501565099298425,20.00030815999648,19.5202580231005,19.731733348549202,19.609586372358358,19.74303959985401,19.501565099298425,20.00030815999648,19.5202580231005,19.731733348549202,19.609586372358358,19.74303959985401,0.9080834569845958,0.04187423601382725,0.020742679455388213,0.12294098380791137,0.9080834569845958,15,Copb2
O55091,NA,19.1712843232241,NA,18.45519074096101,19.034481962907773,19.084673460947133,16.68600516508199,19.1712843232241,16.937577443634215,18.45519074096101,19.034481962907773,19.084673460947133,0.1971637940139338,0.7051728333279134,1.2598264109585386,1.5453053975271678,0.1971637940139338,7,Impact
O55106,19.16076269639467,NA,NA,18.87468723796704,18.75123675282063,18.954724544373697,19.16076269639467,16.71112995146168,16.032390395800533,18.87468723796704,18.75123675282063,18.954724544373697,0.17686800846007672,0.752350714324407,1.5587884971681625,1.6374991915561792,0.17686800846007672,8,Strn
O55125,20.909983882031536,20.93301054349808,20.821820684481242,20.555154541723887,20.885615948665095,20.91575686216627,20.909983882031536,20.93301054349808,20.821820684481242,20.555154541723887,20.885615948665095,20.91575686216627,0.4413793410203307,0.35518799806797546,-0.10276258581853881,-0.8537020356416747,0.4413793410203307,4,Nipsnap1
O55131,20.744929073457257,20.84122648363455,21.07724602451981,21.161341046789623,21.485960955534463,21.34364550815686,20.744929073457257,20.84122648363455,21.07724602451981,21.161341046789623,21.485960955534463,21.34364550815686,0.03145878260767637,1.502258087720306,0.44251530962311136,3.2472040329205307,0.03145878260767637,6,Septin7
O55135,21.971373748433212,21.847127711982562,21.88966883104742,22.08722066935348,22.18670669480287,22.044768971988123,21.971373748433212,21.847127711982562,21.88966883104742,22.08722066935348,22.18670669480287,22.044768971988123,0.021653522072705392,1.664471453013457,0.20350868156042523,3.656157555139931,0.021653522072705392,9,Eif6
O55142,20.33745204224643,20.197005465373273,20.459239485588263,19.998381079224075,20.21335582614,19.838428387110188,20.33745204224643,20.197005465373273,20.459239485588263,19.998381079224075,20.21335582614,19.838428387110188,0.07641522488659924,1.1168201044413042,-0.3145105669112347,-2.3748628873683852,0.07641522488659924,2,Rpl35a
O55143,19.237060543838012,20.488169650978023,19.650813353165635,NA,19.919689699788194,20.575701729958396,19.237060543838012,20.488169650978023,19.650813353165635,16.778614421963375,19.919689699788194,20.575701729958396,0.5988599025402059,0.22267476470591674,-0.7006792320905681,-0.5704964110153409,0.5988599025402059,29,Atp2a2
O55201,17.10236533632859,17.438353286666835,NA,17.41336348121097,17.66816478627761,17.412784832569134,17.10236533632859,17.438353286666835,16.52586429534755,17.41336348121097,17.66816478627761,17.412784832569134,0.1640477004770847,0.7850298529165344,0.4759100605715787,1.7015967738033742,0.1640477004770847,7,Supt5h
O55222,18.581193224820684,18.81074106715524,18.728930242811565,18.85920717277717,18.616943635632932,18.674143982524285,18.581193224820684,18.81074106715524,18.728930242811565,18.85920717277717,18.616943635632932,18.674143982524285,0.926042382618496,0.03336913630281224,0.009810085382298439,0.09881063057103807,0.926042382618496,9,Ilk
O55234,22.43842435963945,22.639270041999875,23.02690229149407,22.549995185970104,22.422805984415064,22.0272904915975,22.43842435963945,22.639270041999875,23.02690229149407,22.549995185970104,22.422805984415064,22.0272904915975,0.19022663387337027,0.7207286770177042,-0.3681683437169063,-1.575668108616103,0.19022663387337027,3,Psmb5
O70133,21.51219647978144,22.128458837260666,21.69947756455643,21.436595655423893,21.05906978854001,21.529028232728233,21.51219647978144,22.128458837260666,21.69947756455643,21.436595655423893,21.05906978854001,21.529028232728233,0.13204394409021478,0.8792815119770302,-0.43847973496880144,-1.8880735036963021,0.13204394409021478,23,Dhx9
O70194,20.710449966086976,20.49316354384478,20.277873085458868,19.930760433802206,19.99133915041443,20.027425493239004,20.710449966086976,20.49316354384478,20.277873085458868,19.930760433802206,19.99133915041443,20.027425493239004,0.016280212360740835,1.7883399344286108,-0.5106538393116615,-3.9888727057825943,0.016280212360740835,11,Eif3d
O70252,20.16226346644609,20.3514310197017,20.079135776418806,20.455431578150524,NA,20.563185097961625,20.16226346644609,20.3514310197017,20.079135776418806,20.455431578150524,16.270286053925616,20.563185097961625,0.4800433200411697,0.3187195692787463,-1.1013091775096093,-0.7779561713248924,0.4800433200411697,3,Hmox2
O70305,18.65846952219586,18.837627933171404,18.783791186648823,20.46193900930491,20.202635618815215,20.471298140391497,18.65846952219586,18.837627933171404,18.783791186648823,20.46193900930491,20.202635618815215,20.471298140391497,9.50271349210238e-5,4.022152364566168,1.6186613754985117,15.746315865822103,9.50271349210238e-5,15,Atxn2
O70318,NA,19.06170870466062,19.13400509831668,20.005662922898047,19.284507843579302,19.447260839352086,16.536484351686124,19.06170870466062,19.13400509831668,20.005662922898047,19.284507843579302,19.447260839352086,0.20446391998702595,0.689383317157759,1.3350778170553355,1.5145141232225245,0.20446391998702595,9,Epb41l2
O70435,19.887030173247677,19.603387286096563,19.661865063167834,19.64640753087846,19.8254588302101,19.718583043097603,19.887030173247677,19.603387286096563,19.661865063167834,19.64640753087846,19.8254588302101,19.718583043097603,0.9057480501257767,0.04299259223190425,0.0127222938913647,0.12608512143795111,0.9057480501257767,4,Psma3
O70492,NA,18.905539784952303,19.55777405227721,19.420186403914823,19.412143915020494,19.21984443628981,16.708304539460414,18.905539784952303,19.55777405227721,19.420186403914823,19.412143915020494,19.21984443628981,0.3289280281479462,0.48289911845603595,0.960185459511731,1.110789324957606,0.3289280281479462,1,Snx3
O70503,18.559959572188447,18.912193496484846,18.526384613684684,18.48789497524558,NA,18.786569562258382,18.559959572188447,18.912193496484846,18.526384613684684,18.48789497524558,17.482622204009097,18.786569562258382,0.373322317385098,0.42791604696764896,-0.4138169802816378,-1.0013487200976592,0.373322317385098,4,Hsd17b12
O70551,NA,NA,18.922392764630654,19.134556673508904,19.037702445389986,19.193881447240507,17.30296646659849,17.130185523106558,18.922392764630654,19.134556673508904,19.037702445389986,19.193881447240507,0.07983798694956933,1.097790421967624,1.3368652706012334,2.334724083626198,0.07983798694956933,11,Srpk1
O70591,NA,19.811211608371472,20.111843758936054,21.58095409850569,21.812410794293914,21.657309725828124,16.654338863763318,19.811211608371472,20.111843758936054,21.58095409850569,21.812410794293914,21.657309725828124,0.06334919380422638,1.1982589076724688,2.8244267958522933,2.549348243069629,0.06334919380422638,1,Pfdn2
O88342,21.666960768239534,21.92737867541875,21.93725598946118,21.981721957971313,22.07975429520251,21.876239639971907,21.666960768239534,21.92737867541875,21.93725598946118,21.981721957971313,22.07975429520251,21.876239639971907,0.2715454556243935,0.5661574608285027,0.13537348667542304,1.274333883912019,0.2715454556243935,12,Wdr1
O88413,NA,NA,NA,19.866756725441746,19.640029527173272,19.6037494810776,16.608770969726155,17.096223079666245,17.024258632581788,19.866756725441746,19.640029527173272,19.6037494810776,8.556787157151929e-5,4.067689270584513,2.7937610172394756,16.170071758680663,8.556787157151929e-5,5,Tulp3
O88447,NA,NA,NA,18.799876044036584,18.794714112313574,18.572596614907237,16.385443456952082,16.37583138744081,16.925734024097746,18.799876044036584,18.794714112313574,18.572596614907237,3.8961357601797504e-4,3.4093659186133163,2.160059300922253,10.989526322570596,3.8961357601797504e-4,8,Klc1
O88448,18.828080685813063,18.990453025099935,18.712029859925256,19.89127938367347,20.63803281493646,20.824386997119205,18.828080685813063,18.990453025099935,18.712029859925256,19.89127938367347,20.63803281493646,20.824386997119205,0.005595632510278455,2.252150815266501,1.607711874963627,5.425746893650029,0.005595632510278455,7,Klc2
O88532,NA,18.925409560426875,18.5121771858371,18.509318833281586,18.47970922621922,18.920213269033965,17.132933390015364,18.925409560426875,18.5121771858371,18.509318833281586,18.47970922621922,18.920213269033965,0.4703384606835339,0.32758950651933016,0.4462403974184781,0.7965051669950656,0.4703384606835339,20,Zfr
O88543,19.140784845585014,19.650953556765444,19.666796112144155,19.613458559563792,19.73244569647935,19.564525390995456,19.140784845585014,19.650953556765444,19.666796112144155,19.613458559563792,19.73244569647935,19.564525390995456,0.4493174611562129,0.3474467037385124,0.1506317108479962,0.8377334926096796,0.4493174611562129,10,Cops3
O88544,20.13871177426592,20.305968206085616,NA,19.975892738136377,20.0516550399967,20.140335516745587,20.13871177426592,20.305968206085616,16.681102312568584,19.975892738136377,20.0516550399967,20.140335516745587,0.4394397046323438,0.3571007058959146,1.014033667319513,0.8576389898778964,0.4394397046323438,5,Cops4
O88545,NA,NA,20.013862405275606,19.830867964579756,19.989954340324527,19.922566982121612,17.190676605782627,16.942929513766785,20.013862405275606,19.830867964579756,19.989954340324527,19.922566982121612,0.1314874111419976,0.8811158253740644,1.8653069207336266,1.891731702757094,0.1314874111419976,5,Cops6
O88569,22.5303387015629,22.481804357817747,22.668151798638963,23.125088016118823,23.866085070910255,23.56511602761838,22.5303387015629,22.481804357817747,22.668151798638963,23.125088016118823,23.866085070910255,23.56511602761838,0.012517777470269678,1.9024727732087454,0.9586647522092839,4.312855779258691,0.012517777470269678,1,Hnrnpa2b1
O88685,20.40145454559864,20.34581236804286,20.407898407081312,20.528503711711405,20.534215477829548,20.46193900930491,20.40145454559864,20.34581236804286,20.407898407081312,20.528503711711405,20.534215477829548,20.46193900930491,0.015526635627552441,1.8089226387131112,0.12316429270768481,4.046019305767005,0.015526635627552441,5,Psmc3
O88712,19.686798003121854,20.034965493816404,20.1096776454185,19.593810534742293,19.809940794707604,19.522156218023017,19.686798003121854,20.034965493816404,20.1096776454185,19.593810534742293,19.809940794707604,19.522156218023017,0.12582199159930071,0.9002434447769784,-0.30184453162794966,-1.9299544136173667,0.12582199159930071,8,Ctbp1
O88738,19.652722456332473,19.805523471560054,19.38070202401091,19.57509232386347,19.311788219840587,19.80260786854499,19.652722456332473,19.805523471560054,19.38070202401091,19.57509232386347,19.311788219840587,19.80260786854499,0.8046449949385298,0.09439568577526097,-0.049819846551464764,-0.2642482779548081,0.8046449949385298,114,Birc6
O88844,19.956597363815696,19.90832811277327,19.77977385011392,20.151403093209545,20.154620357692615,20.246439077861005,19.956597363815696,19.90832811277327,19.77977385011392,20.151403093209545,20.154620357692615,20.246439077861005,0.007829388054628397,2.1062721810945377,0.30258773402009354,4.937743759889952,0.007829388054628397,7,Idh1
O88848,18.118424052209402,18.603097464627414,18.80624751853163,18.953616734504347,19.094294222170376,18.85729460923596,18.118424052209402,18.603097464627414,18.80624751853163,18.953616734504347,19.094294222170376,18.85729460923596,0.0999375326700982,1.0002713769365463,0.4591455101807469,2.1324024899857217,0.0999375326700982,3,Arl6
