proteinID,LFQ.intensity.T1,LFQ.intensity.T2,LFQ.intensity.T3,LFQ.intensity.U1,LFQ.intensity.U2,LFQ.intensity.U3,impute_LFQ.intensity.T1,impute_LFQ.intensity.T2,impute_LFQ.intensity.T3,impute_LFQ.intensity.U1,impute_LFQ.intensity.U2,impute_LFQ.intensity.U3,pvalue,log1P,log2fc,t.value,p.adjust,Cys,geneName
A2BH40,22.821119988028194,22.76943109874541,22.684766595108798,22.84130327787729,23.080226144354786,23.01503725923401,22.821119988028194,22.76943109874541,22.684766595108798,22.84130327787729,23.080226144354786,23.01503725923401,0.05408825383789079,1.2668970389093779,-0.22041633319456366,-2.700108303137006,0.05408825383789079,16,Arid1a
A2RSY6,22.776355919403233,22.9553029658971,22.44377016735986,22.44488244128083,22.637590690866652,22.641675177867697,22.776355919403233,22.9553029658971,22.44377016735986,22.44488244128083,22.637590690866652,22.641675177867697,0.40917084319430036,0.3880953209299983,0.1504269142150072,0.920998689862598,0.40917084319430036,21,Trmt1l
A6H584,21.67646159309851,21.566672846950773,NA,22.31570128724495,21.78484568322056,22.131915976735176,21.67646159309851,21.566672846950773,20.509350115475424,22.31570128724495,21.78484568322056,22.131915976735176,0.10974298492142609,0.9596232315166985,-0.8266594638919926,-2.0495770976773175,0.10974298492142609,35,Col6a5
B1AR13,22.549454731932357,22.509227001754418,22.585683271914753,22.638143324786522,22.623660944751748,22.63207487185368,22.549454731932357,22.509227001754418,22.585683271914753,22.638143324786522,22.623660944751748,22.63207487185368,0.020829502275764123,1.6813211074632817,-0.08317137859680912,-3.7003251118690255,0.020829502275764123,7,Cisd3
B1AZI6,23.323061359304894,23.112671120077973,23.090519516158697,23.488610984587893,23.43147822052491,23.46176419318023,23.323061359304894,23.112671120077973,23.090519516158697,23.488610984587893,23.43147822052491,23.46176419318023,0.01982819069733283,1.7027169129259998,-0.2852004675838202,-3.756893274256817,0.01982819069733283,33,Thoc2
B1AZP2,21.898146694891786,21.593363765602728,21.210326512921036,21.484093197997975,21.313903811855823,21.574177731790165,21.898146694891786,21.593363765602728,21.210326512921036,21.484093197997975,21.313903811855823,21.574177731790165,0.6333068566249723,0.19838580997004412,0.10988741059052742,0.5156234083049136,0.6333068566249723,17,Dlgap4
B2RQC6,25.405939712554346,25.451362055565273,25.44685840322163,25.428957392496653,25.33963501279944,25.373450381717106,25.405939712554346,25.451362055565273,25.44685840322163,25.428957392496653,25.33963501279944,25.373450381717106,0.143751099122367,0.8423888260056082,0.054039128109351964,1.8147515340794766,0.143751099122367,45,Cad
B2RRE7,21.034764042298814,21.11158909079049,21.12483567538778,21.09661221880722,21.29961049991894,21.223407842581288,21.034764042298814,21.11158909079049,21.12483567538778,21.09661221880722,21.29961049991894,21.223407842581288,0.15098600036820142,0.8210633192280318,-0.11614725094345602,-1.772572232814604,0.15098600036820142,16,Otud4
B2RWS6,22.126475101747026,22.213711798105674,22.336934717907766,21.93962512419523,22.194302382378282,22.232629375103993,22.126475101747026,22.213711798105674,22.336934717907766,21.93962512419523,22.194302382378282,22.232629375103993,0.40137395483404203,0.39645081231400964,0.10352157869431977,0.9379489034561175,0.40137395483404203,51,Ep300
B2RX14,20.17133319583512,20.206217879489262,20.36698381007199,20.315507820539306,20.226586234475473,20.311633028168156,20.17133319583512,20.206217879489262,20.36698381007199,20.315507820539306,20.226586234475473,20.311633028168156,0.6151723542208314,0.21100318991520822,-0.03639739926218866,-0.544273607670087,0.6151723542208314,49,Tut4
B2RXC1,21.47005706961929,21.44909623966144,21.45246849398315,21.975647884512004,21.94367235912369,NA,21.47005706961929,21.44909623966144,21.45246849398315,21.975647884512004,21.94367235912369,19.77813106511871,0.772748318839995,0.11196193109714868,0.22472349816982629,0.3089985321534109,0.772748318839995,29,Trappc11
B2RXS4,22.88494556863558,22.784446343377752,22.667588888627275,23.009870978858835,23.00427465306503,23.124204630394388,22.88494556863558,22.784446343377752,22.667588888627275,23.009870978858835,23.00427465306503,23.124204630394388,0.022531211080063816,1.6472154637909067,-0.26712315389254826,-3.6112676903440457,0.022531211080063816,50,Plxnb2
B2RY56,23.60614220949246,23.48677120320247,23.44455390413785,23.298520185910036,23.491182743331702,23.432880318567832,23.60614220949246,23.48677120320247,23.44455390413785,23.298520185910036,23.491182743331702,23.432880318567832,0.2332140727037932,0.6322452467380587,0.10496135634107162,1.4032094335825016,0.2332140727037932,6,Rbm25
B8ZXI1,23.17960238269661,23.25392940781551,23.23597739227728,22.82729773096914,23.040995996010327,23.077849059109077,23.17960238269661,23.25392940781551,23.23597739227728,22.82729773096914,23.040995996010327,23.077849059109077,0.041238872405191786,1.3846932181435652,0.24112213223362033,2.9676836975231016,0.041238872405191786,18,Qtrt2
B9EJ86,21.130754045119318,21.231633706102937,21.03959113184058,21.31456775589403,21.190690375381852,21.341746832350992,21.130754045119318,21.231633706102937,21.03959113184058,21.31456775589403,21.190690375381852,21.341746832350992,0.10971403396019719,0.9597378165306071,-0.14834202685468156,-2.049809452066796,0.10971403396019719,10,Osbpl8
B9EJR8,22.287374208268247,22.395975454853783,22.25859478629476,22.443567843574325,22.5753555080749,22.392258718172908,22.287374208268247,22.395975454853783,22.25859478629476,22.443567843574325,22.5753555080749,22.392258718172908,0.08517514303768967,1.0696871284330858,-0.1564125401351113,-2.2758558966184306,0.08517514303768967,18,Dnaaf5
C0HKD9,23.615377291249974,23.573345781016293,23.662860443481108,23.5727677550296,23.767694687559118,23.553210224275777,23.615377291249974,23.573345781016293,23.662860443481108,23.5727677550296,23.767694687559118,23.553210224275777,0.8573195076064886,0.06685729414394677,-0.014029717039040435,-0.19169416350932955,0.8573195076064886,0,Mfap1b
D3YWQ0,22.387480969434538,22.189876426030413,22.37230819993912,22.344837683820973,22.30332256589426,22.383504968320143,22.387480969434538,22.189876426030413,22.37230819993912,22.344837683820973,22.30332256589426,22.383504968320143,0.7065699167717914,0.15084485721837546,-0.027333207543769333,-0.404457083516938,0.7065699167717914,30,Dgki
D3YXK2,23.26585079461941,23.085422534753537,23.113625178334424,23.276113043278883,23.412996686234756,23.350702910185902,23.26585079461941,23.085422534753537,23.113625178334424,23.276113043278883,23.412996686234756,23.350702910185902,0.04913034123095404,1.3086502194962437,-0.19163804399738993,-2.793616876388551,0.04913034123095404,9,Safb
D3YYU8,24.301174639356013,24.225086199741597,24.231106308896955,24.351579293266123,24.377162860665358,24.197155488255007,24.301174639356013,24.225086199741597,24.231106308896955,24.351579293266123,24.377162860665358,24.197155488255007,0.4112987978121671,0.3858425598910317,-0.056176831397309,-0.9164197247573199,0.4112987978121671,53,Obsl1
D3YZP9,23.279375937234796,23.164382796147134,23.070546822644058,23.38876884368779,23.5308863630224,22.968634453228802,23.279375937234796,23.164382796147134,23.070546822644058,23.38876884368779,23.5308863630224,22.968634453228802,0.5250973842563015,0.27976014512159625,-0.12466136797100091,-0.6953854098828175,0.5250973842563015,3,Ccdc6
D3Z7P3,24.43039384705968,24.417703688912283,24.42572813303702,24.43815781793643,24.446511385399642,24.28728965306084,24.43039384705968,24.417703688912283,24.42572813303702,24.43815781793643,24.446511385399642,24.28728965306084,0.5484417822165668,0.26086946654686793,0.033955604204024326,0.6546235418121602,0.5484417822165668,15,Gls
E9PVA8,25.27031386427236,25.26094335930066,25.31018422933438,25.409925642380763,25.43926808363687,25.361920756104563,25.27031386427236,25.26094335930066,25.31018422933438,25.409925642380763,25.43926808363687,25.361920756104563,0.010483245809536025,1.9795042308138164,-0.12322434307159824,-4.5417371356447775,0.010483245809536025,49,Gcn1
E9PVX6,NA,NA,NA,22.117244856590847,22.028302696115897,22.230021608795813,19.762930799887155,19.084796257048957,19.85605610068618,22.117244856590847,22.028302696115897,22.230021608795813,5.14528929553943e-4,3.2885902018686446,-2.55726200129342,-10.23041056049536,5.14528929553943e-4,28,Mki67
E9PYH6,20.716491270887037,20.909983882031536,20.950629934417606,21.5837567425773,21.41110957669049,21.736406886345687,20.716491270887037,20.909983882031536,20.950629934417606,21.5837567425773,21.41110957669049,21.736406886345687,0.003746571578899621,2.426365965715241,-0.7180560394257647,-6.058593643111765,0.003746571578899621,14,Setd1a
E9PZJ8,22.184196160096736,22.120001145511743,22.28790960952986,21.860829345458757,21.743779253826062,21.785963247077273,22.184196160096736,22.120001145511743,22.28790960952986,21.860829345458757,21.743779253826062,21.785963247077273,0.002569666037678874,2.590123315352608,0.40051168959208283,6.7086204747435305,0.002569666037678874,28,Ascc3
E9Q1P8,24.872064235576527,24.823327974316125,24.81416271294046,25.006716088141275,24.862163995477445,24.941005324932263,24.872064235576527,24.823327974316125,24.81416271294046,25.006716088141275,24.862163995477445,24.941005324932263,0.09255789318264011,1.0335865394232813,-0.10011016190595612,-2.2009180585988273,0.09255789318264011,13,Irf2bp2
E9Q394,21.108465752172318,20.988914859739975,21.04039407887168,20.894598718825364,NA,21.008401264881574,21.108465752172318,20.988914859739975,21.04039407887168,20.894598718825364,19.189444323081467,21.008401264881574,0.3116790188730185,0.5062924319046124,0.6817767946651898,1.156950357886821,0.3116790188730185,64,Akap13
E9Q555,21.521859190740614,21.66109958771004,21.73206471692066,21.174018643001876,21.181195942463866,21.212940414471955,21.521859190740614,21.66109958771004,21.73206471692066,21.174018643001876,21.181195942463866,21.212940414471955,0.0020360415588818277,2.691213361596159,0.4489561651445406,7.139169368952933,0.0020360415588818277,128,Rnf213
E9Q5C9,23.92524293107476,23.697421522145277,23.590465526451023,24.625390026022977,24.72312220271277,24.811078303940846,23.92524293107476,23.697421522145277,23.590465526451023,24.625390026022977,24.72312220271277,24.811078303940846,9.433828426188172e-4,3.0253120265678772,-0.982153517668511,-8.742281152428099,9.433828426188172e-4,0,Nolc1
E9Q5F9,21.84099607637687,21.518309297580714,21.53587715885014,21.68058787995502,21.685258672167517,21.920598552796676,21.84099607637687,21.518309297580714,21.53587715885014,21.68058787995502,21.685258672167517,21.920598552796676,0.37694448155551236,0.42372261035023817,-0.13042085737049547,-0.9929359042563212,0.37694448155551236,51,Setd2
E9Q5G3,21.337778677855738,21.182711983713155,21.55805443222968,21.233156215927362,21.212228001779373,21.468665801691774,21.337778677855738,21.182711983713155,21.55805443222968,21.233156215927362,21.212228001779373,21.468665801691774,0.7083343534192559,0.14976169489704755,0.054831691466688426,0.4018581811727276,0.7083343534192559,20,Kif23
E9Q6J5,22.246149094735895,22.078060876301365,22.16475105763029,22.224261987580174,22.375254778994393,22.28483539382271,22.246149094735895,22.078060876301365,22.16475105763029,22.224261987580174,22.375254778994393,22.28483539382271,0.1141981923033628,0.9423407706863888,-0.1317970439099092,-2.0146014031298316,0.1141981923033628,52,Bod1l
E9Q784,NA,20.50678407159177,NA,20.500184446037956,20.49911401696792,20.718833852075875,20.00400787156982,20.50678407159177,19.908156960112283,20.500184446037956,20.49911401696792,20.718833852075875,0.09573270528210455,1.018939668314557,-0.4330611372692914,-2.1707223100418136,0.09573270528210455,13,Zc3h13
E9Q7G0,24.316032884106924,24.174628275396703,24.386928671192273,24.632174742674675,24.573750261454958,24.65397994522082,24.316032884106924,24.174628275396703,24.386928671192273,24.632174742674675,24.573750261454958,24.65397994522082,0.008051075090944815,2.0941461227514346,-0.32743837288485267,-4.898775190034413,0.008051075090944815,19,Numa1
E9Q8D0,NA,23.290386774751802,23.06762867620444,23.336471691469306,23.199628616122233,23.167035246688638,19.388536066315865,23.290386774751802,23.06762867620444,23.336471691469306,23.199628616122233,23.167035246688638,0.35641116968042186,0.44804869393213637,-1.318861345669358,-1.0415980873780901,0.35641116968042186,10,Dnajc21
E9QAT4,23.408727780510816,23.380865810827757,23.264992303049365,22.8973713203646,22.954468971434252,22.87702645215743,23.408727780510816,23.380865810827757,23.264992303049365,22.8973713203646,22.954468971434252,22.87702645215743,8.868569091488786e-4,3.052146446211219,0.44190638347721745,8.88422351997799,8.868569091488786e-4,23,Sec16a
F6ZDS4,24.523068475875295,24.517552617277346,24.678687385704983,24.718217201827507,24.513281348894516,24.65053290508371,24.523068475875295,24.517552617277346,24.678687385704983,24.718217201827507,24.513281348894516,24.65053290508371,0.5356800555209827,0.27109452301005565,-0.05424099231603563,-0.6767507205847658,0.5356800555209827,7,Tpr
F7BJB9,21.573715596146233,21.634181789605943,21.763688940877497,21.585224807743842,21.687866017444097,21.619793696651413,21.573715596146233,21.634181789605943,21.763688940877497,21.585224807743842,21.687866017444097,21.619793696651413,0.7012744177000976,0.15411200375675582,0.026233934930104397,0.41227684954569505,0.7012744177000976,20,Morc3
G5E829,23.50542779090012,23.23861815514783,23.13705492325841,23.048232747326352,23.157475850930407,23.211856814126904,23.50542779090012,23.23861815514783,23.13705492325841,23.048232747326352,23.157475850930407,23.211856814126904,0.2670707143388464,0.573373731964932,0.15451181897423183,1.2884308184372557,0.2670707143388464,17,Atp2b1
G5E870,21.818898868102373,21.898958545300715,21.78986791719555,21.620599296509045,22.074798704101067,21.75702858711859,21.818898868102373,21.898958545300715,21.78986791719555,21.620599296509045,22.074798704101067,21.75702858711859,0.9005151592782414,0.04550897186668499,0.01843291428997773,0.13313581334096117,0.9005151592782414,37,Trip12
G5E897,23.510628004984962,23.481730463771605,23.320584629012682,23.04438544723751,23.631009152696542,23.632673993102344,23.510628004984962,23.481730463771605,23.320584629012682,23.04438544723751,23.631009152696542,23.632673993102344,0.9940424844562807,0.0025950538616007174,0.001624834910952444,0.007943458477515708,0.9940424844562807,7,Poglut3
G5E8K5,22.79910925642834,22.740756609983723,23.077343831037652,22.990681531359634,22.88699297456677,22.912197151982213,22.79910925642834,22.740756609983723,23.077343831037652,22.990681531359634,22.88699297456677,22.912197151982213,0.6236879432962417,0.20503265134813528,-0.057553986819630865,-0.5307567418096021,0.6236879432962417,26,Ank3
O08528,24.372985649411195,24.40386136882353,24.448844262533754,24.32916619944437,24.46207634997243,24.32964526139162,24.372985649411195,24.40386136882353,24.448844262533754,24.32916619944437,24.46207634997243,24.32964526139162,0.5185165471772495,0.2852373796161128,0.03493448998668924,0.707110309624286,0.5185165471772495,26,Hk2
O08529,23.13387657607814,23.160156410145046,23.040628187600937,22.947922252902007,22.845176081147272,22.936357573021283,23.13387657607814,23.160156410145046,23.040628187600937,22.947922252902007,22.845176081147272,22.936357573021283,0.014341149340000522,1.8434160416934766,0.20173508891785374,4.143032739473132,0.014341149340000522,15,Capn2
O08539,23.406134403862648,23.558591674878233,23.56767111530118,23.420983054177185,23.284044628374502,23.39453700964513,23.406134403862648,23.558591674878233,23.56767111530118,23.420983054177185,23.284044628374502,23.39453700964513,0.09801430650998623,1.0087105285435534,0.14427750061507894,2.1497025715309266,0.09801430650998623,4,Bin1
O08547,25.102334897510556,25.26219867209801,25.145693374677023,25.11231318550961,25.595766938616084,25.282065816408306,25.102334897510556,25.26219867209801,25.145693374677023,25.11231318550961,25.595766938616084,25.282065816408306,0.3446858947109283,0.46257648849384886,-0.15997299874947046,-1.0705096204556328,0.3446858947109283,3,Sec22b
O08553,26.706092098914407,26.756845399379042,26.76521769691916,26.736344947280003,26.684450935597265,26.723643031253044,26.706092098914407,26.756845399379042,26.76521769691916,26.736344947280003,26.684450935597265,26.723643031253044,0.31289201748375306,0.5046055164542524,0.02790542702743437,1.1536281824630816,0.31289201748375306,7,Dpysl2
O08579,23.52838447578912,23.205874964617625,23.357162146977235,23.737995746334054,23.706092098914407,23.946727119791635,23.52838447578912,23.205874964617625,23.357162146977235,23.737995746334054,23.706092098914407,23.946727119791635,0.02249958636052604,1.6478254660216294,-0.43313112588537095,-3.612848694522481,0.02249958636052604,0,Emd
O08582,25.193249814163764,25.270599031182762,25.336846209636057,25.129826969218,25.16668288970053,25.25436202165479,25.193249814163764,25.270599031182762,25.336846209636057,25.129826969218,25.16668288970053,25.25436202165479,0.20823078744644932,0.6814550585449757,0.0832743914697538,1.4990614521671448,0.20823078744644932,12,Gtpbp1
O08583,28.26731620362391,28.39235208096143,28.266601555911024,28.258941567040786,28.365404347980224,28.251782445831754,28.26731620362391,28.39235208096143,28.266601555911024,28.258941567040786,28.365404347980224,28.251782445831754,0.7788787394136495,0.10853015067498967,0.01671382654786413,0.30034211658792526,0.7788787394136495,0,Alyref
O08585,24.49142743380734,24.5294572444896,24.565755223901107,24.553151619826053,24.38508614853967,24.212153771888648,24.49142743380734,24.5294572444896,24.565755223901107,24.553151619826053,24.38508614853967,24.212153771888648,0.22241805247565072,0.6528299663148802,0.14541612064789078,1.4432988727129215,0.22241805247565072,1,Clta
O08599,24.09852497886108,23.849286734742197,24.00049728811037,24.05969696832765,23.97587524996986,23.983114688902102,24.09852497886108,23.849286734742197,24.00049728811037,24.05969696832765,23.97587524996986,23.983114688902102,0.7766333827841871,0.10978394568880112,-0.0234593018286553,-0.3035094239955891,0.7766333827841871,7,Stxbp1
O08663,24.449725990005756,24.414223275671073,24.416157875068187,24.269493695284307,24.30820624691217,24.204487564089813,24.449725990005756,24.414223275671073,24.416157875068187,24.269493695284307,24.30820624691217,24.204487564089813,0.006858920976576313,2.163744200733079,0.1659732114862429,5.125703279923229,0.006858920976576313,15,Metap2
O08709,27.088106762438446,27.221034200282396,27.168539455583513,26.965211812834557,27.00635227650377,26.87020722779697,27.088106762438446,27.221034200282396,27.168539455583513,26.965211812834557,27.00635227650377,26.87020722779697,0.019181958281605252,1.717107057880605,0.21196970038968388,3.795248112706773,0.019181958281605252,2,Prdx6
O08715,23.295860839459543,22.90903168056364,22.694300068339533,22.851423467582496,NA,23.050393391432788,23.295860839459543,22.90903168056364,22.694300068339533,22.851423467582496,20.593430925681627,23.050393391432788,0.3771177308618361,0.4235230479857148,0.8013149345552684,0.992535279963621,0.3771177308618361,17,Akap1
O08739,21.70712486117012,21.808409625429547,21.572698376345755,21.679170799599117,21.721923583035014,21.81338978204974,21.70712486117012,21.808409625429547,21.572698376345755,21.679170799599117,21.721923583035014,21.81338978204974,0.6220946553436273,0.2061435298335742,-0.04208376724615093,-0.5332771096994947,0.6220946553436273,9,Ampd3
O08740,22.740591930518224,22.75892016631264,NA,22.904867579152377,23.425343977784877,23.363325229518622,22.740591930518224,22.75892016631264,20.460110845925968,22.904867579152377,23.425343977784877,23.363325229518622,0.18609589886618655,0.7302631976344683,-1.2446379478996796,-1.5942941870362988,0.18609589886618655,1,Polr2j
O08749,25.794218323779575,25.82972854090628,25.855573412635366,25.62725622253074,25.652913884056616,25.662887600349237,25.794218323779575,25.82972854090628,25.855573412635366,25.62725622253074,25.652913884056616,25.662887600349237,9.8942337142094e-4,3.004617835270333,0.17882085679487503,8.63424249622995,9.8942337142094e-4,9,Dld
O08756,24.510688362480668,24.573172397535956,24.68153182749344,24.77620529610627,24.77986600604184,24.684852185785054,24.510688362480668,24.573172397535956,24.68153182749344,24.77620529610627,24.77986600604184,24.684852185785054,0.05431582701419785,1.2650736034978638,-0.15851030014103173,-2.696056500377387,0.05431582701419785,2,Hsd17b10
O08759,24.90136373641873,24.887950535097797,24.863346164245872,24.77891411234742,24.787707709345447,24.771628900156568,24.90136373641873,24.887950535097797,24.863346164245872,24.77891411234742,24.787707709345447,24.771628900156568,9.663674380523766e-4,3.014857712117418,0.10480323797098734,8.68754817488304,9.663674380523766e-4,17,Ube3a
O08784,24.33272115277258,24.036240700606736,24.151124338491087,24.175466099533956,24.12249942888679,24.149109509186697,24.33272115277258,24.036240700606736,24.151124338491087,24.175466099533956,24.12249942888679,24.149109509186697,0.7950315425933019,0.0996156405228186,0.024337051420985745,0.27766260120980235,0.7950315425933019,2,Tcof1
O08788,23.745811349104063,23.775451943645738,23.75745593474189,23.61526502363069,23.771628900156568,23.77394405753046,23.745811349104063,23.775451943645738,23.75745593474189,23.61526502363069,23.771628900156568,23.77394405753046,0.5012487907723956,0.29994666207552073,0.0392937487246563,0.7384031804399769,0.5012487907723956,12,Dctn1
O08791,21.740488996305768,21.66175200713096,21.400516749504224,21.36666372094427,NA,21.74279296423654,21.740488996305768,21.66175200713096,21.400516749504224,21.36666372094427,19.862375969100345,21.74279296423654,0.35469081789573986,0.45015005423690563,0.6103083662199325,1.0457865016546333,0.35469081789573986,11,Ebf3
O08795,25.498170651371854,25.46085855634794,25.640831630337512,25.466595049860015,25.33118402682447,25.406264183473304,25.498170651371854,25.46085855634794,25.640831630337512,25.466595049860015,25.33118402682447,25.406264183473304,0.12185909493059126,0.914142051782776,0.13193919263317255,1.9578186186972732,0.12185909493059126,17,Prkcsh
O08807,28.793306867937865,28.686756601650355,28.682409519849507,28.881745335497705,28.946844224151366,28.82938377983359,28.793306867937865,28.686756601650355,28.682409519849507,28.881745335497705,28.946844224151366,28.82938377983359,0.029273511062041405,1.533525185204668,-0.1651667833483117,-3.3238355991112503,0.029273511062041405,4,Prdx4
O08808,22.484757020402583,22.455130525381186,22.280679031336128,22.330411429779723,22.57791558467552,22.391813114272253,22.484757020402583,22.455130525381186,22.280679031336128,22.330411429779723,22.57791558467552,22.391813114272253,0.7999051299083827,0.09696151800865317,-0.026524517202531683,-0.27085466517694623,0.7999051299083827,14,Diaph1
O08810,25.06105767084072,24.935035884323934,25.08942073846591,25.178090669060186,25.24147232504691,25.23037349278891,25.06105767084072,24.935035884323934,25.08942073846591,25.178090669060186,25.24147232504691,25.23037349278891,0.02145661792745334,1.668438732099724,-0.1881407310884775,-3.6665269370684936,0.02145661792745334,17,Eftud2
O08848,23.745811349104063,23.669904073175104,23.54627841343938,23.67400601470044,23.576232442191632,23.536232984487878,23.745811349104063,23.669904073175104,23.54627841343938,23.67400601470044,23.576232442191632,23.536232984487878,0.4568118561784798,0.3402626328575024,0.0585074647795345,0.8228632741496497,0.4568118561784798,13,RO60
O08856,21.86634924202119,21.895375584514834,22.016551239040783,21.958793408838066,21.7373562858432,22.345406329639662,21.86634924202119,21.895375584514834,22.016551239040783,21.958793408838066,21.7373562858432,22.345406329639662,0.6574886512204359,0.1821117390433415,-0.0877599862480416,-0.47817124802072536,0.6574886512204359,11,Ell
O08911,23.473207303760315,23.405744994968956,23.343672614001743,23.247265210134582,23.745811349104063,23.344079140573978,23.473207303760315,23.405744994968956,23.343672614001743,23.247265210134582,23.745811349104063,23.344079140573978,0.8199989270308221,0.08618671589054926,-0.03817692902720182,-0.2429431261984012,0.8199989270308221,3,Mapk12
