proteinID,LFQ.intensity.C1,LFQ.intensity.C2,LFQ.intensity.C3,LFQ.intensity.D1,LFQ.intensity.D2,LFQ.intensity.D3,impute_LFQ.intensity.C1,impute_LFQ.intensity.C2,impute_LFQ.intensity.C3,impute_LFQ.intensity.D1,impute_LFQ.intensity.D2,impute_LFQ.intensity.D3,pvalue,log1P,log2fc,t.value,p.adjust,Cys,geneName
D3YXK2,22.29353339134416,21.806837505470245,22.41519089964767,NA,21.96986426750572,NA,22.29353339134416,21.806837505470245,22.41519089964767,20.227131883219933,21.96986426750572,19.583568971111912,0.09879738753797845,1.0052545391455765,-1.5783322248748384,-2.142613381559572,0.09879738753797845,9,Safb
D3YYU8,NA,20.257530565496026,NA,20.155485319843166,20.228583857738645,19.81271630978037,19.514797731035998,20.257530565496026,18.99656557245122,20.155485319843166,20.228583857738645,19.81271630978037,0.28691204452932545,0.54225121974694,0.4759638727929776,1.2275636121102531,0.28691204452932545,53,Obsl1
D3YZP9,24.393751798246452,24.634336914530806,24.900719059402817,24.66763219719599,24.634059894034,24.38106391519345,24.393751798246452,24.634336914530806,24.900719059402817,24.66763219719599,24.634059894034,24.38106391519345,0.6585302309467621,0.181424283220042,-0.08201725525221448,-0.4765761426017467,0.6585302309467621,3,Ccdc6
D3Z7P3,20.42490847813768,20.49013010112463,NA,20.59377406897779,20.360997071411425,20.426444949269687,20.42490847813768,20.49013010112463,20.232521736797047,20.59377406897779,20.360997071411425,20.426444949269687,0.4949391495924584,0.30544819221933406,0.0778852578665159,0.7500375794724718,0.4949391495924584,15,Gls
E9PVA8,21.76708847071111,22.085730482579752,NA,21.33112250770853,22.632252415200423,22.23584595738985,21.76708847071111,22.085730482579752,19.58896012560443,21.33112250770853,22.632252415200423,22.23584595738985,0.3522686160130098,0.4531260468542465,0.9191472671345018,1.051714364308247,0.3522686160130098,49,Gcn1
E9PYI1,19.07551048665001,18.68743036308048,NA,18.93447987387811,19.412826172312705,18.934220688996874,19.07551048665001,18.68743036308048,19.00427354276813,18.93447987387811,19.412826172312705,18.934220688996874,0.4378814140991138,0.3586434880700272,0.1714374475630258,0.8608121088133258,0.4378814140991138,33,Znf568
E9Q1P8,20.47536137486005,NA,20.95375880895824,20.687908721576026,19.254719551175388,20.420905978213558,20.47536137486005,19.669252619881302,20.95375880895824,20.687908721576026,19.254719551175388,20.420905978213558,0.6935304299928363,0.1589344786598537,-0.24494618424487413,-0.4237671037276038,0.6935304299928363,13,Irf2bp2
E9Q5G3,NA,21.49511722420413,21.85410896953969,21.301565409389017,20.99631348935953,21.25141768612893,19.79681641419929,21.49511722420413,21.85410896953969,21.301565409389017,20.99631348935953,21.25141768612893,0.8442572465399147,0.07352520298299636,0.13441799231145524,0.20955222314338992,0.8442572465399147,20,Kif23
E9Q6B2,22.049330094104533,22.0573519009515,22.606029220884434,21.85186186953518,21.374856944141317,21.804239756290748,22.049330094104533,22.0573519009515,22.606029220884434,21.85186186953518,21.374856944141317,21.804239756290748,0.07860553485003628,1.1045468729148014,-0.5605842153244041,-2.348949157844048,0.07860553485003628,5,Ccdc85c
E9QAT4,21.589620061180685,21.320419362383156,21.493749925796042,21.505040047824245,21.588431001610964,21.725381237069957,21.589620061180685,21.320419362383156,21.493749925796042,21.505040047824245,21.588431001610964,21.725381237069957,0.24509227204872355,0.6106703821771637,0.138354312381761,1.3611794986766628,0.24509227204872355,23,Sec16a
F6ZDS4,21.706071014433835,21.72567246788392,21.891264548076546,21.795229551713653,21.759509506681102,21.698290928535567,21.706071014433835,21.72567246788392,21.891264548076546,21.795229551713653,21.759509506681102,21.698290928535567,0.7386075360214477,0.13158626555068628,-0.02332601448799565,-0.35775251598849456,0.7386075360214477,7,Tpr
G5E8K5,22.374697779477273,22.517059961269524,22.38847982911831,22.200242493872533,22.21670441989797,22.108370033018375,22.374697779477273,22.517059961269524,22.38847982911831,22.200242493872533,22.21670441989797,22.108370033018375,0.01120605274842651,1.950547337579976,-0.25164020769207696,-4.454694053250716,0.01120605274842651,26,Ank3
O08547,23.045002371928224,23.155763233294607,22.62900880491528,23.015241484033996,22.987822598458106,22.71009256933775,23.045002371928224,23.155763233294607,22.62900880491528,23.015241484033996,22.987822598458106,22.71009256933775,0.8460033177724857,0.0726279337843129,-0.03887258610275168,-0.20716044484980575,0.8460033177724857,3,Sec22b
O08553,25.1577687980224,25.155531642469665,25.388637480606352,25.22530689092438,25.440694313760822,25.354507940799447,25.1577687980224,25.155531642469665,25.388637480606352,25.22530689092438,25.440694313760822,25.354507940799447,0.3459365715762561,0.46100352299811154,0.10619040812874658,1.0673842558938353,0.3459365715762561,7,Dpysl2
O08582,22.980066341821452,23.263846852381104,22.30952520313429,23.034159518912265,23.136225783659174,22.993223817346607,22.980066341821452,23.263846852381104,22.30952520313429,23.034159518912265,23.136225783659174,22.993223817346607,0.5164086188140034,0.2870065180087815,0.2033902408604007,0.7108888361189841,0.5164086188140034,12,Gtpbp1
O08585,20.519797478272277,NA,21.374114025429478,20.79954408293417,20.50144847547225,20.823843009109517,20.519797478272277,19.714173902512307,21.374114025429478,20.79954408293417,20.50144847547225,20.823843009109517,0.7430923099068646,0.1289572330859623,0.17225005376729285,0.3512919515557376,0.7430923099068646,1,Clta
O08663,22.373556585227902,22.7067666396451,22.59172138420055,22.16815302743735,22.714983314723035,22.511810551860755,22.373556585227902,22.7067666396451,22.59172138420055,22.16815302743735,22.714983314723035,22.511810551860755,0.6474539867188687,0.18879109060448693,-0.09236590501746988,-0.49361340684014793,0.6474539867188687,15,Metap2
O08696,20.69693357687398,21.09860529144166,21.10674183498797,NA,20.402808064662416,20.778523153021016,20.69693357687398,21.09860529144166,21.10674183498797,18.998881206372015,20.402808064662416,20.778523153021016,0.1793837416192057,0.7462169216321507,-0.907356093082722,-1.62549244611867,0.1793837416192057,10,Foxm1
O08709,25.608992243164188,25.772535273811595,26.170240803459407,26.021702166007948,25.564156701879554,25.78006632470932,25.608992243164188,25.772535273811595,26.170240803459407,26.021702166007948,25.564156701879554,25.78006632470932,0.7853331348532958,0.10494607836537424,-0.06194770927945825,-0.2912578542805088,0.7853331348532958,2,Prdx6
O08749,23.61223049081682,23.701446074127784,23.75440067091284,23.989278763144824,23.83759328811913,23.882876600386222,23.61223049081682,23.701446074127784,23.75440067091284,23.989278763144824,23.83759328811913,23.882876600386222,0.02497439434545467,1.6025050350585908,0.2138904719309096,3.4965366998402616,0.02497439434545467,9,Dld
O08756,21.457436992764357,21.90411418958994,22.11273474359415,21.928282699009852,21.95532070522317,21.72033779098175,21.457436992764357,21.90411418958994,22.11273474359415,21.928282699009852,21.95532070522317,21.72033779098175,0.8448535579686354,0.07321856262162182,0.043218423088774216,0.208735226523342,0.8448535579686354,2,Hsd17b10
O08759,21.014475491923072,21.15276511926872,20.95162622166543,20.772092228945684,21.248119831538535,21.32322632357709,21.014475491923072,21.15276511926872,20.95162622166543,20.772092228945684,21.248119831538535,21.32322632357709,0.7026972900619788,0.15323172130752047,0.07485718373469652,0.41017277039325367,0.7026972900619788,17,Ube3a
O08795,22.319234397190552,22.25127320134239,22.65239423541401,22.021676753547265,21.822521040781197,21.943243102705093,22.319234397190552,22.25127320134239,22.65239423541401,22.021676753547265,21.822521040781197,21.943243102705093,0.024953052757513576,1.6028763151852616,-0.4784869789711337,-3.4974802161845697,0.024953052757513576,17,Prkcsh
O08807,27.856084191554096,27.806795722667665,27.778061885288736,28.153977092077923,28.00426393591105,27.77981592202868,27.856084191554096,27.806795722667665,27.778061885288736,28.153977092077923,28.00426393591105,27.77981592202868,0.21006115441512008,0.677654252129726,0.16570505016905202,1.4916550420479835,0.21006115441512008,4,Prdx4
O08810,20.350460125331633,21.190569819265722,20.910276740706156,21.32756360810087,21.750582691813896,21.632895826737116,20.350460125331633,21.190569819265722,20.910276740706156,21.32756360810087,21.750582691813896,21.632895826737116,0.053167934272705254,1.2743502129488102,0.7532451471161252,2.7166971472355823,0.053167934272705254,17,Eftud2
O08848,22.637833875872012,23.27554482939171,22.645748133709485,22.36123808965632,23.336199253541785,23.316861542969967,22.637833875872012,23.27554482939171,22.645748133709485,22.36123808965632,23.336199253541785,23.316861542969967,0.7135959518015362,0.14654762235844862,0.15172401573162375,0.394127413710282,0.7135959518015362,13,RO60
O08915,23.759387593941494,23.63732535137397,23.71219363290125,23.521092386063415,23.24561247224721,23.412092215712434,23.759387593941494,23.63732535137397,23.71219363290125,23.521092386063415,23.24561247224721,23.412092215712434,0.02405493027507771,1.618795897592965,-0.3100365013978852,-3.5380800010286557,0.02405493027507771,8,Aip
O08967,20.722340607186172,20.954042915899073,20.741970540864084,20.55487359757171,NA,21.09674088726134,20.722340607186172,20.954042915899073,20.741970540864084,20.55487359757171,19.663861627694523,21.09674088726134,0.43507919103189424,0.36143168764760725,-0.3676259838072511,-0.8665413411241757,0.43507919103189424,6,Cyth3
O08992,24.103575960017334,24.162386411185256,24.403016185701567,24.275402740945157,24.028926535087276,24.296841169088705,24.103575960017334,24.162386411185256,24.403016185701567,24.275402740945157,24.028926535087276,24.296841169088705,0.8659479978167346,0.0625081875892863,-0.02260270392767083,-0.17993955171101086,0.8659479978167346,4,Sdcbp
O08997,22.34364550815686,22.07519055445749,22.94392269973205,21.957660383665502,22.78374723256082,22.371165113179213,22.34364550815686,22.07519055445749,22.94392269973205,21.957660383665502,22.78374723256082,22.371165113179213,0.8236019241787103,0.08428264741192285,-0.08339534431361884,-0.23796363992592176,0.8236019241787103,3,Atox1
O09000,21.98620869986252,21.603269553146514,21.617329350593607,21.901133527696086,21.488512922119064,21.73293419694694,21.98620869986252,21.603269553146514,21.617329350593607,21.901133527696086,21.488512922119064,21.73293419694694,0.8792225020780029,0.055901205476226415,-0.02807565228018305,-0.16191496134646363,0.8792225020780029,16,Ncoa3
O09061,23.383768618730397,23.407690989204326,23.1190196233515,23.30382421776996,23.190449253074704,23.357833324026274,23.383768618730397,23.407690989204326,23.1190196233515,23.30382421776996,23.190449253074704,23.357833324026274,0.8617744830875809,0.06460636940096108,-0.019457478805094297,-0.18562116874549492,0.8617744830875809,4,Psmb1
O09131,20.811039094411132,20.702778056190642,20.545477348120837,20.33145057935085,NA,19.9191368371484,20.811039094411132,20.702778056190642,20.545477348120837,20.33145057935085,19.79142567987392,19.9191368371484,0.02029354676233737,1.6926420434201235,-0.6724271341164823,-3.730188461969504,0.02029354676233737,4,Gsto1
O09167,22.644318405089315,22.257962100981835,22.793345321926587,NA,NA,22.293196581932488,22.644318405089315,22.257962100981835,22.793345321926587,19.708783001130804,19.260765742439904,22.293196581932488,0.0888818160796441,1.051187080245065,-2.1442935008315125,-2.237360219147588,0.0888818160796441,1,Rpl21
O09172,23.030661748543285,22.816928172847646,22.744436405823254,NA,22.82528024665149,NA,23.030661748543285,22.816928172847646,22.744436405823254,20.184677773258503,22.82528024665149,19.614245614055513,0.1156273323821537,0.9369394937730607,-1.9892742310828915,-2.0036982455769397,0.1156273323821537,6,Gclm
O35098,21.972811551556056,21.912251983331284,22.020185105190883,21.87417690543584,NA,NA,21.972811551556056,21.912251983331284,22.020185105190883,21.87417690543584,19.10017553195085,18.290005551126665,0.11107013107869697,0.9544027156022943,-2.213630217188289,-2.0389974911373576,0.11107013107869697,10,Dpysl4
O35126,NA,NA,21.72608840994847,21.498919308142348,21.493456764612205,21.54141806935851,19.26615754945556,20.190067712653498,21.72608840994847,21.498919308142348,21.493456764612205,21.54141806935851,0.1944932501328092,0.7110954662197204,1.117160156685177,1.5568619717356347,0.1944932501328092,3,Atn1
O35129,22.49957634513752,22.434281055290235,NA,22.408364988301326,22.67749427174862,22.114642145539026,22.49957634513752,22.434281055290235,19.619636706537438,22.408364988301326,22.67749427174862,22.114642145539026,0.4114276274724323,0.3857065486744318,0.8823357662079268,0.9161431440179436,0.4114276274724323,0,Phb2
O35215,21.975822784198336,22.242519379131377,22.318407100523896,22.213978719451458,NA,21.966136462142387,21.975822784198336,22.242519379131377,22.318407100523896,22.213978719451458,19.987989688053883,21.966136462142387,0.32961764039151825,0.48198955389334325,-0.7895481314019612,-1.1089903172695097,0.32961764039151825,2,Ddt
O35286,22.513570509599173,22.85639057212529,22.108178575656215,22.861851741231256,23.25125875206785,23.29137082987266,22.513570509599173,22.85639057212529,22.108178575656215,22.861851741231256,23.25125875206785,23.29137082987266,0.06616341879911479,1.1793820619919488,0.6421138885970308,2.5084967735012325,0.06616341879911479,14,Dhx15
O35309,21.7733807091125,21.481533394476365,21.684616799205724,NA,NA,NA,21.7733807091125,21.481533394476365,21.684616799205724,19.39318998555263,19.407804099582933,19.895914857490297,3.6659368192845437e-4,3.4358150241726384,-2.08087398672291,-11.162724430410744,3.6659368192845437e-4,8,Nmi
O35326,22.580264088907416,22.868837622951666,22.789091809273767,23.044402124346902,22.821684464599084,22.864763489284602,22.580264088907416,22.868837622951666,22.789091809273767,23.044402124346902,22.821684464599084,22.864763489284602,0.20904858167261325,0.679752774651941,0.16421885236591294,1.4957441930133386,0.20904858167261325,2,Srsf5
O35344,22.241035828132414,22.283423008456552,NA,22.38960928428807,22.56024885867655,22.429461910597848,22.241035828132414,22.283423008456552,19.105567663587887,22.38960928428807,22.56024885867655,22.429461910597848,0.30117303296095954,0.521183917466566,1.2497645177952066,1.1862378422425979,0.30117303296095954,8,Kpna3
O35551,NA,21.707672557397338,22.186888010029964,21.749109969475608,21.496873277351423,21.5881564640191,18.295399320463122,21.707672557397338,22.186888010029964,21.749109969475608,21.496873277351423,21.5881564640191,0.5123868075848604,0.29040206055665413,0.8813932743185688,0.7181294934849412,0.5123868075848604,7,Rabep1
O35593,25.25392940781551,25.276503560548566,25.26817331385486,25.47772220414993,25.387651876049386,25.308622889687754,25.25392940781551,25.276503560548566,25.26817331385486,25.47772220414993,25.387651876049386,25.308622889687754,0.06407965277910313,1.193279850178002,0.12513022922271233,2.5385483017376393,0.06407965277910313,3,Psmd14
O35594,NA,21.85954085259972,22.118417715024307,22.36703715135611,21.782327994805083,22.004531840879398,19.99338002503947,21.85954085259972,22.118417715024307,22.36703715135611,21.782327994805083,22.004531840879398,0.35164090371073836,0.45390061248725144,0.7275194647923655,1.0532564846456083,0.35164090371073836,8,Ift81
O35654,23.393359032227178,23.15696690666492,22.848923939102946,NA,NA,23.411704411837274,23.393359032227178,23.15696690666492,22.848923939102946,19.833573130648972,19.717995822150506,23.411704411837274,0.1541723992969783,0.811993368865645,-2.1453255044527637,-1.754673987221925,0.1541723992969783,11,Pold2
O35668,22.588453877385597,22.352050971432266,22.618427624702303,22.67139507463069,21.491158272001424,22.31265809261925,22.588453877385597,22.352050971432266,22.618427624702303,22.67139507463069,21.491158272001424,22.31265809261925,0.3716365215643804,0.42988161347683096,-0.3612403447562649,-1.0052884032316254,0.3716365215643804,6,Hap1
O35685,23.738614309316613,23.734382166856463,24.155994786949048,23.505670077413562,23.354474311936357,23.333744994303657,23.738614309316613,23.734382166856463,24.155994786949048,23.505670077413562,23.354474311936357,23.333744994303657,0.033223008941674965,1.4785610369180864,-0.4783672931561824,-3.1897861038283946,0.033223008941674965,0,Nudc
O35690,23.305912558362675,23.11351390404232,22.930991375861428,23.364928669573523,23.244248262687126,23.213103626178484,23.305912558362675,23.11351390404232,22.930991375861428,23.364928669573523,23.244248262687126,23.213103626178484,0.2524877798479414,0.5977596364484296,0.15728757339090293,1.3360136061111336,0.2524877798479414,5,Phox2b
O35711,21.65438429566121,21.794000122836625,21.278043298225665,21.426752047232508,21.37750710661344,21.456635161402385,21.65438429566121,21.794000122836625,21.278043298225665,21.426752047232508,21.37750710661344,21.456635161402385,0.3756142008270681,0.4252579967460532,-0.15517780049172103,-0.9960174046599296,0.3756142008270681,11,Ppfibp2
O35737,27.501576032298797,27.210854130170716,27.69464811575173,27.47946562383327,27.512543123877194,27.183950164994634,27.501576032298797,27.210854130170716,27.69464811575173,27.47946562383327,27.512543123877194,27.183950164994634,0.6827810314083411,0.16571855268489144,-0.07703978850538107,-0.43982879954236964,0.6827810314083411,5,Hnrnph1
O35857,21.834529687906766,21.929511262711564,21.659663225601097,21.89278440372738,NA,22.13533353534283,21.834529687906766,21.929511262711564,21.659663225601097,21.89278440372738,19.88327576147164,22.13533353534283,0.5213608550782255,0.28286157973025194,-0.5041034918925256,-0.702029506571736,0.5213608550782255,6,Timm44
O35864,22.070841587747253,21.99655486091774,21.925641360558462,NA,NA,21.667350668257463,22.070841587747253,21.99655486091774,21.925641360558462,19.813701014688444,19.453947214742104,21.667350668257463,0.07013854094169471,1.154043272779603,-1.6860129705118148,-2.4540542581671283,0.07013854094169471,4,Cops5
O35887,22.578399412875534,22.690873566244452,23.337697025886193,22.705564894435348,22.659706772743103,23.009905140445355,22.578399412875534,22.690873566244452,23.337697025886193,22.705564894435348,22.659706772743103,23.009905140445355,0.781831100065377,0.10688705797880281,-0.07726439912745775,-0.2961830985743112,0.781831100065377,2,Calu
O35955,20.77305869693754,NA,21.294795726793307,20.945423831831246,20.750664465657813,21.20000296290056,20.77305869693754,19.398581524882356,21.294795726793307,20.945423831831246,20.750664465657813,21.20000296290056,0.45765512877621994,0.3394616662927773,0.47655177059213827,0.8212022263545655,0.45765512877621994,5,Psmb10
O35969,21.741353415518148,21.868423190737552,22.036005878770304,21.78632228025719,21.614366568025822,21.691448765284917,21.741353415518148,21.868423190737552,22.036005878770304,21.78632228025719,21.614366568025822,21.691448765284917,0.13503992275357973,0.8695378191463206,-0.18454829048602406,-1.8686622087926035,0.13503992275357973,5,Gamt
O54734,22.17788544009113,22.157121151160684,21.522673474388952,22.366103394027256,22.64312955209654,22.687673833206222,22.17788544009113,22.157121151160684,21.522673474388952,22.366103394027256,22.64312955209654,22.687673833206222,0.06116320210798818,1.2135097858263266,0.61307557122975,2.5825405547256852,0.06116320210798818,4,Ddost
O54786,22.553397742518857,NA,22.898663379826637,22.362228519629316,22.68681937115842,22.93869229307017,22.553397742518857,19.413195609371297,22.898663379826637,22.362228519629316,22.68681937115842,22.93869229307017,0.405809001192434,0.39167832417095777,1.0408278173803716,0.9282736091747431,0.405809001192434,8,Dffa
O54833,22.66520491298419,22.46585433000983,22.435349793728367,22.45455333191844,22.714585118859514,22.59586935466421,22.66520491298419,22.46585433000983,22.435349793728367,22.45455333191844,22.714585118859514,22.59586935466421,0.5595086736080778,0.25219317656918144,0.06619958957325878,0.6357240195121378,0.5595086736080778,3,Csnk2a2
O54984,25.9944026432911,26.070383038226456,25.780617057670487,26.54300656025516,26.225178158503837,26.45619647130599,25.9944026432911,26.070383038226456,25.780617057670487,26.54300656025516,26.225178158503837,26.45619647130599,0.023245120709487546,1.6336681942290878,0.45965948362565,3.576265620801137,0.023245120709487546,8,Get3
O54988,22.70678771396188,23.06938355042682,22.988793538204277,22.697845688275756,22.976627049769437,23.018454217111767,22.70678771396188,23.06938355042682,22.988793538204277,22.697845688275756,22.976627049769437,23.018454217111767,0.8798012572965823,0.055615421721990986,-0.024012615812004867,-0.16113064316017334,0.8798012572965823,12,Slk
O55023,23.686242323055385,23.336199253541785,23.316171026974928,23.732002591148255,23.84335600814754,23.65162809608817,23.686242323055385,23.336199253541785,23.316171026974928,23.732002591148255,23.84335600814754,23.65162809608817,0.08894633234536091,1.0508719551124994,0.2961246972706242,2.2367062082570097,0.08894633234536091,7,Impa1
O55047,20.770883232779322,NA,NA,21.29103351515499,21.358799270749458,21.001202001823312,20.770883232779322,19.901305380598426,19.83896377977635,21.29103351515499,21.358799270749458,21.001202001823312,0.03081475164885063,1.5112413281107642,1.0466274648578846,3.26911825332567,0.03081475164885063,14,Tlk2
O55091,21.61513029095443,21.7514819492704,21.553702407689975,21.530743514857434,21.970355899829745,21.717495700057956,21.61513029095443,21.7514819492704,21.553702407689975,21.530743514857434,21.970355899829745,21.717495700057956,0.5172204483995096,0.28632431354508536,0.0994268222767758,0.709432275160847,0.5172204483995096,7,Impact
O55106,22.88464752193668,22.974633047989112,23.15571691810364,22.80315597874695,22.73198188196293,22.822696076745956,22.88464752193668,22.974633047989112,23.15571691810364,22.80315597874695,22.73198188196293,22.822696076745956,0.06022407506369703,1.2202298612809206,-0.21905451685786304,-2.597220527310954,0.06022407506369703,8,Strn
O55125,23.188911150285943,22.98227921169367,22.789768439509228,23.165701964936655,23.13660130213623,23.112655213760508,23.188911150285943,22.98227921169367,22.789768439509228,23.165701964936655,23.13660130213623,23.112655213760508,0.2629396338261751,0.58014394620756,0.15133322644818392,1.301648985171884,0.2629396338261751,4,Nipsnap1
O55131,24.078468129667762,23.879702147164576,24.378949398197484,23.926962634266363,23.88660233049841,24.017248156228238,24.078468129667762,23.879702147164576,24.378949398197484,23.926962634266363,23.88660233049841,24.017248156228238,0.3239470027238665,0.48952603395142935,-0.16876885134560382,-1.1238866317918597,0.3239470027238665,6,Septin7
O55135,25.086791588578457,25.01958292383698,24.71602020387873,25.129316037236045,25.17394242083618,24.986156608546565,25.086791588578457,25.01958292383698,24.71602020387873,25.129316037236045,25.17394242083618,24.986156608546565,0.2886307152365495,0.5396574544346744,0.15567345010821043,1.22248175893542,0.2886307152365495,9,Eif6
O55142,23.079054372623602,NA,23.48664846765083,23.425215903299385,23.51243763231704,23.52384619294464,23.079054372623602,19.723386704908968,23.48664846765083,23.425215903299385,23.51243763231704,23.52384619294464,0.30836731483500407,0.5109316609033919,1.3908033944592226,1.1660819182693318,0.30836731483500407,2,Rpl35a
O55201,21.308470134640665,21.19778541405555,20.53278965490912,21.48241999439283,20.877625640221652,21.07822379144364,21.308470134640665,21.19778541405555,20.53278965490912,21.48241999439283,20.877625640221652,21.07822379144364,0.6807851883023757,0.16698990167276662,0.13307474081759807,0.4428257917534819,0.6807851883023757,7,Supt5h
O55222,21.99133915041443,21.879758227514465,21.520469057023305,21.812449966561825,21.8624951003882,21.776396082960005,21.99133915041443,21.879758227514465,21.520469057023305,21.812449966561825,21.8624951003882,21.776396082960005,0.8968044595470316,0.04730224078791362,0.019924904985941794,0.13814050598640532,0.8968044595470316,9,Ilk
O55234,24.24249030455452,24.63997655280777,24.087884278816926,24.66936347473475,24.52737057237216,24.7449906450837,24.24249030455452,24.63997655280777,24.087884278816926,24.66936347473475,24.52737057237216,24.7449906450837,0.140277760644415,0.8530111756928463,0.32379118533713225,1.835814986969804,0.140277760644415,3,Psmb5
O70133,22.417793810280045,22.595983141746817,22.17612078694667,22.713494757309913,23.516410840448952,22.933064589502752,22.417793810280045,22.595983141746817,22.17612078694667,22.713494757309913,23.516410840448952,22.933064589502752,0.07062353495585441,1.1510505482654263,0.6576908160960286,2.447653234637277,0.07062353495585441,23,Dhx9
O70194,23.400542807628852,23.329782107020453,22.921942605380018,23.28573859534903,23.653488014875716,23.377427672531166,23.400542807628852,23.329782107020453,22.921942605380018,23.28573859534903,23.653488014875716,23.377427672531166,0.2987844627487939,0.5246419902498992,0.22146225424219423,1.1930293784931099,0.2987844627487939,11,Eif3d
O70209,21.294459211990034,21.435171725626432,22.16974398790155,21.517684764661702,21.56625476199404,NA,21.294459211990034,21.435171725626432,22.16974398790155,21.517684764661702,21.56625476199404,18.404580387820296,0.352060696694463,0.4533824559336921,-1.1369516703473295,-1.0522248948489883,0.352060696694463,8,Pdlim3
O70251,NA,NA,26.80402799104737,27.616527530918027,26.9674123853187,26.769637915410105,19.88866631012878,19.81909170398585,26.80402799104737,27.616527530918027,26.9674123853187,26.769637915410105,0.10105868448302158,0.9954263594273264,4.947263942161612,2.122486950508438,0.10105868448302158,3,Eef1b
O70252,22.867028317129463,22.714417424557443,22.82230707909186,22.465480713550754,22.948777859356397,22.817611391879463,22.867028317129463,22.714417424557443,22.82230707909186,22.465480713550754,22.948777859356397,22.817611391879463,0.7240587099688072,0.1402262178059821,-0.05729428533071612,-0.3788378933350634,0.7240587099688072,3,Hmox2
