proteinID,LFQ.intensity.C1,LFQ.intensity.C2,LFQ.intensity.C3,LFQ.intensity.D1,LFQ.intensity.D2,LFQ.intensity.D3,impute_LFQ.intensity.C1,impute_LFQ.intensity.C2,impute_LFQ.intensity.C3,impute_LFQ.intensity.D1,impute_LFQ.intensity.D2,impute_LFQ.intensity.D3,pvalue,log1P,log2fc,t.value,p.adjust,Cys,geneName
O35114,21.693534600061117,21.666267352363462,NA,22.040895693925197,21.69892674778205,21.934055074275232,21.693534600061117,21.666267352363462,19.566359415739672,22.040895693925197,21.69892674778205,21.934055074275232,0.26757985875149065,0.5725465798514809,0.9159053826060735,1.2868154115573263,0.26757985875149065,8,Scarb2
O35129,22.99369028123197,23.001047338054583,22.8102350641232,22.266308447992817,22.72928715344897,22.501254081476013,22.99369028123197,23.001047338054583,22.8102350641232,22.266308447992817,22.72928715344897,22.501254081476013,0.04171965458732188,1.3796592959176324,-0.4360410001639856,-2.9560041805889417,0.04171965458732188,0,Phb2
O35215,22.524874528574664,22.81897686004968,22.130408425450447,21.973652527995426,22.26255713236792,22.23353659246271,22.524874528574664,22.81897686004968,22.130408425450447,21.973652527995426,22.26255713236792,22.23353659246271,0.20201220977330836,0.694622380667623,-0.3348378537495762,-1.5247282122589663,0.20201220977330836,2,Ddt
O35286,22.92176104980789,22.674307802180024,22.662078106235192,22.878074868013197,22.795170087334242,22.84193667445565,22.92176104980789,22.674307802180024,22.662078106235192,22.878074868013197,22.795170087334242,22.84193667445565,0.38505805424849643,0.41447378805239826,0.08567822385999335,0.9743427354041055,0.38505805424849643,14,Dhx15
O35326,22.428312118603436,22.62640419942615,22.81082342294741,22.45221710520751,22.20069150728225,NA,22.428312118603436,22.62640419942615,22.81082342294741,22.45221710520751,22.20069150728225,18.302024377138554,0.2914116665256287,0.5354930654477014,-1.636868917116228,-1.2143192491134231,0.2914116665256287,2,Srsf5
O35344,21.142206797704326,NA,21.564953277881518,21.732603028246537,21.606616665038683,21.703961008732758,21.142206797704326,18.93012453067704,21.564953277881518,21.732603028246537,21.606616665038683,21.703961008732758,0.23741430833812371,0.6244931108025024,1.1352986985850322,1.3881099923344657,0.23741430833812371,8,Kpna3
O35465,20.819405740410915,NA,20.68354637591181,20.96197527975022,20.750664465657813,20.763040502171872,20.819405740410915,18.352094402156553,20.68354637591181,20.96197527975022,20.750664465657813,20.763040502171872,0.33817939172523387,0.47085286135303245,0.873544576366875,1.0869353251134533,0.33817939172523387,8,Fkbp8
O35593,24.45826341486615,24.413836044289784,24.220886640188077,24.36452797660028,23.851385339376964,24.246192595920625,24.45826341486615,24.413836044289784,24.220886640188077,24.36452797660028,23.851385339376964,24.246192595920625,0.2871066996795735,0.5419566730558428,-0.21029339581538053,-1.226986599329731,0.2871066996795735,3,Psmd14
O35643,21.692641040112814,21.707461929607945,21.624352825958184,21.922160441911757,21.683974640539553,21.71703542349185,21.692641040112814,21.707461929607945,21.624352825958184,21.922160441911757,21.683974640539553,21.71703542349185,0.2748583820350388,0.5608910143247474,0.09957157008807371,1.2640402734700296,0.2748583820350388,15,Ap1b1
O35658,19.98856819970974,20.709104011432252,20.920416827993137,20.793206386548512,NA,20.550464981487263,19.98856819970974,20.709104011432252,20.920416827993137,20.793206386548512,18.965742119767743,20.550464981487263,0.5320987825925364,0.2740077347117153,-0.43622518377720354,-0.6830271245337253,0.5320987825925364,6,C1qbp
O35668,21.220104319617977,20.861586745224628,20.563836784823685,NA,20.712886312928077,20.58692039793673,21.220104319617977,20.861586745224628,20.563836784823685,19.093063950664295,20.712886312928077,20.58692039793673,0.24658469170637332,0.6080338884613451,-0.7508857293790641,-1.3560415083077293,0.24658469170637332,6,Hap1
O35685,23.26570774816241,23.435680433333005,23.27341203191922,23.48369967757796,23.49923569664082,22.849859384276396,23.26570774816241,23.435680433333005,23.27341203191922,23.48369967757796,23.49923569664082,22.849859384276396,0.8408620736064432,0.0752752355743922,-0.047335151639817497,-0.21420721261956108,0.8408620736064432,0,Nudc
O35690,22.37225505319137,22.261409745854802,22.762229543723937,21.639314209063233,21.23928851862425,21.307747800841696,22.37225505319137,22.261409745854802,22.762229543723937,21.639314209063233,21.23928851862425,21.307747800841696,0.005452365519764854,2.2634150373025492,-1.0698479380803114,-5.464960497605072,0.005452365519764854,5,Phox2b
O35691,23.968335625765825,23.99826055116483,24.013589838669677,23.744066794657737,23.809803448436515,23.789649057230715,23.968335625765825,23.99826055116483,24.013589838669677,23.744066794657737,23.809803448436515,23.789649057230715,8.398154175079878e-4,3.0758161567554945,-0.21222223842512022,-9.011182351426303,8.398154175079878e-4,3,Pnn
O35711,20.93070269251061,20.688591815831632,20.920562209667157,20.710870319529793,20.315176102958027,20.656480728639785,20.93070269251061,20.688591815831632,20.920562209667157,20.710870319529793,20.315176102958027,20.656480728639785,0.12365312538158646,0.9077949021993835,-0.2857765222939328,-1.9450839955114991,0.12365312538158646,11,Ppfibp2
O35737,25.722079981218364,25.82165040761877,25.81171530948848,25.405809903750868,25.61363616062899,25.526355955898648,25.722079981218364,25.82165040761877,25.81171530948848,25.405809903750868,25.61363616062899,25.526355955898648,0.016606356842708104,1.7797256340537442,-0.2698812260157055,-3.965117769622323,0.016606356842708104,5,Hnrnph1
O35841,21.66127359507256,21.6479449532363,21.723465970644916,21.850489036341298,21.856314576811275,21.6136474004671,21.66127359507256,21.6479449532363,21.723465970644916,21.850489036341298,21.856314576811275,21.6136474004671,0.31343200542052263,0.50385665857634,0.09592216488863414,1.1521530906949646,0.31343200542052263,6,Api5
O35857,22.330657611803698,22.255140399806777,22.149822770509235,22.08138071023868,22.111270692378017,22.19041910995255,22.330657611803698,22.255140399806777,22.149822770509235,22.08138071023868,22.111270692378017,22.19041910995255,0.12958238047807458,0.887454046161057,-0.11751675651682092,-1.9043818170424591,0.12958238047807458,6,Timm44
O35864,21.203890422094165,21.121677686558108,21.310246647787313,21.32915250962242,NA,NA,21.203890422094165,21.121677686558108,21.310246647787313,21.32915250962242,19.01057819556323,18.563411641387304,0.14013002680696374,0.8534687949117348,-1.5775574699555435,-1.8367232570108318,0.14013002680696374,4,Cops5
O35887,22.19769544149323,22.25384286947838,22.192377104086447,22.435171725626432,22.730987491315254,22.17423204364436,22.19769544149323,22.25384286947838,22.192377104086447,22.435171725626432,22.730987491315254,22.17423204364436,0.22517866541676612,0.6474727591612263,0.23215861517599734,1.4328656046187667,0.22517866541676612,2,Calu
O54734,22.565836555843497,22.713347914917204,22.56924836369025,22.28113200570462,22.185799776699398,22.02614246730423,22.565836555843497,22.713347914917204,22.56924836369025,22.28113200570462,22.185799776699398,22.02614246730423,0.007060145553490092,2.151186345346786,-0.45178619491423433,-5.084166867738741,0.007060145553490092,4,Ddost
O54833,21.30819235674719,21.26109405452083,21.219513607968693,21.09448753086995,21.363031072102803,21.1762729972631,21.30819235674719,21.26109405452083,21.219513607968693,21.09448753086995,21.363031072102803,21.1762729972631,0.5695408489226517,0.24447512175961567,-0.05166947300028468,-0.6188116685029855,0.5695408489226517,3,Csnk2a2
O54984,24.983071186405652,24.6607406312284,24.634890795998388,24.788355115612255,24.633006730764606,24.957261843004947,24.983071186405652,24.6607406312284,24.634890795998388,24.788355115612255,24.633006730764606,24.957261843004947,0.8307131131834062,0.08054893394520687,0.033307025249790456,0.22815684256880334,0.8307131131834062,8,Get3
O54988,21.394667836672276,20.928029629500333,21.360782799163758,21.166621601438628,21.302290844472342,21.35056803475544,21.394667836672276,20.928029629500333,21.360782799163758,21.166621601438628,21.302290844472342,21.35056803475544,0.7909688829149648,0.10184060151388263,0.04533340511001427,0.2833498195268935,0.7909688829149648,12,Slk
O55023,21.998381079224075,22.292045222798755,22.198804711136585,22.167387517639757,22.17502439835509,22.200422116006468,21.998381079224075,22.292045222798755,22.198804711136585,22.167387517639757,22.17502439835509,22.200422116006468,0.8476662880953092,0.0717750885016668,0.017867672947300406,0.20488386074985743,0.8476662880953092,7,Impa1
O55029,22.368822945639636,22.178402257234715,22.301621225040087,22.637612800288373,22.73202330003631,22.507437537344206,22.368822945639636,22.178402257234715,22.301621225040087,22.637612800288373,22.73202330003631,22.507437537344206,0.016150464772284642,1.7918149751821553,0.342742403251485,3.998482498766623,0.016150464772284642,15,Copb2
O55091,20.75123675282063,21.080632787039715,21.124330861476878,21.28838848440017,21.122120221356443,21.24783018608375,20.75123675282063,21.080632787039715,21.124330861476878,21.28838848440017,21.122120221356443,21.24783018608375,0.14136991600725912,0.8496430000307285,0.23404616350104845,1.829132079907677,0.14136991600725912,7,Impact
O55106,21.011680429185773,20.798911564683937,21.15696690666492,20.83537812790287,20.543590732132238,21.0268178863432,21.011680429185773,20.798911564683937,21.15696690666492,20.83537812790287,20.543590732132238,21.0268178863432,0.34434054487841054,0.46301183764891896,-0.18725738471877662,-1.0713744208379072,0.34434054487841054,8,Strn
O55125,22.620129417929288,22.855288248073563,22.968511414122432,22.372573904314127,22.81276330642099,22.487041184667344,22.620129417929288,22.855288248073563,22.968511414122432,22.372573904314127,22.81276330642099,22.487041184667344,0.19855952223012344,0.7021092808346214,-0.2571835615742728,-1.5393291786158407,0.19855952223012344,4,Nipsnap1
O55131,23.400673091192484,23.764762276794087,23.654034593795267,23.387060189952642,23.70619751669538,23.449348172787182,23.400673091192484,23.764762276794087,23.654034593795267,23.387060189952642,23.70619751669538,23.449348172787182,0.5601868883269168,0.2516670604426692,-0.09228802744887687,-0.6345741994753288,0.5601868883269168,6,Septin7
O55135,24.190539678662557,24.318172613526624,24.14577110399688,24.29270526054866,24.380535576422286,24.349691036971468,24.190539678662557,24.318172613526624,24.14577110399688,24.29270526054866,24.380535576422286,24.349691036971468,0.10037856223773188,0.9983590291828637,0.12281615925212108,2.1284873476019177,0.10037856223773188,9,Eif6
O55142,22.511086658633996,22.461214633127533,22.28807864234094,22.391472265457296,22.298771869981422,22.325012228518816,22.511086658633996,22.461214633127533,22.28807864234094,22.391472265457296,22.298771869981422,22.325012228518816,0.3256284581077927,0.4872776472131142,-0.08170785671497782,-1.119444892966787,0.3256284581077927,2,Rpl35a
O55143,22.553397742518857,22.294487257888516,22.552694423397604,23.02358990670567,23.000170596702844,23.252197654032432,22.553397742518857,22.294487257888516,22.552694423397604,23.02358990670567,23.000170596702844,23.252197654032432,0.006070683056089173,2.2167624405885373,0.6251262445453243,5.304014835526163,0.006070683056089173,29,Atp2a2
O55201,19.844770116471835,19.96859930026914,19.853675056830504,19.82379637202015,20.180346262973888,19.950772303297267,19.844770116471835,19.96859930026914,19.853675056830504,19.82379637202015,20.180346262973888,19.950772303297267,0.4387340581708266,0.35779865075227346,0.09595682157327445,0.8590747542129488,0.4387340581708266,7,Supt5h
O55222,21.212940414471955,21.024723057231256,21.0371125615231,20.893636305163938,20.930413951382683,21.279800988563444,21.212940414471955,21.024723057231256,21.0371125615231,20.893636305163938,20.930413951382683,21.279800988563444,0.6993413361916767,0.1553108010184653,-0.05697492937208182,-0.41513891569802686,0.6993413361916767,9,Ilk
O55234,24.631009152696542,24.54986596537854,24.11084074302574,24.374445732841533,24.449474122854124,24.397999923704084,24.631009152696542,24.54986596537854,24.11084074302574,24.374445732841533,24.449474122854124,24.397999923704084,0.8934572937367251,0.04892620145463372,-0.023265360567027216,-0.14265858460037048,0.8934572937367251,3,Psmb5
O70133,23.59172138420055,23.19612001268048,23.6171723860188,23.316032884106924,23.596278946167665,23.51243763231704,23.59172138420055,23.19612001268048,23.6171723860188,23.316032884106924,23.596278946167665,23.51243763231704,0.9690992271275758,0.013631752786514678,0.006578559897263858,0.041215610255810366,0.9690992271275758,23,Dhx9
O70194,22.359952193484386,22.44364371831901,22.439337843233215,22.475064452749947,22.477141625359206,22.608039096197004,22.359952193484386,22.44364371831901,22.439337843233215,22.475064452749947,22.477141625359206,22.608039096197004,0.11029786739792417,0.9574328845341281,0.10577047308984788,2.045136715333058,0.11029786739792417,11,Eif3d
O70252,22.553139898650432,22.22617461551626,22.523415509135948,22.160787311773422,22.49962500264312,22.215342213386794,22.553139898650432,22.22617461551626,22.523415509135948,22.160787311773422,22.49962500264312,22.215342213386794,0.39093748084319174,0.40789268990788347,-0.14232516516643656,-0.9610790961742899,0.39093748084319174,3,Hmox2
O70305,22.564837016827802,22.334127042286152,22.608129361954862,22.393044742405102,22.146035352363374,22.566115373413307,22.564837016827802,22.334127042286152,22.608129361954862,22.393044742405102,22.146035352363374,22.566115373413307,0.41836043239488757,0.378449396810832,-0.13396598429567774,-0.9013647305859248,0.41836043239488757,15,Atxn2
O70310,22.2289654415606,NA,22.347570548449596,22.39052795594227,22.637435915426668,22.84475479481317,22.2289654415606,19.00950292270538,22.347570548449596,22.39052795594227,22.637435915426668,22.84475479481317,0.2642461661435496,0.577991305003618,1.428893251155511,1.2974468983684293,0.2642461661435496,6,Nmt1
O70318,21.787079945898576,21.142393792374076,21.362656603172645,21.18797542311842,21.17383570303829,21.56815839077378,21.787079945898576,21.142393792374076,21.362656603172645,21.18797542311842,21.17383570303829,21.56815839077378,0.6260637878253592,0.2033814155287968,-0.12072027483826986,-0.527005766923347,0.6260637878253592,9,Epb41l2
O70378,NA,NA,NA,21.650883456668694,21.653597347227016,22.124330861476878,19.135614447390104,19.053912792086248,18.610996950097146,21.650883456668694,21.653597347227016,22.124330861476878,2.21725984033414e-4,3.65418340900064,2.876095825266365,12.695365980352873,2.21725984033414e-4,8,Emc8
O70435,21.801834639720155,21.989954340324527,21.843911852901435,21.811744702955373,21.586004110169572,21.93218158446006,21.801834639720155,21.989954340324527,21.843911852901435,21.811744702955373,21.586004110169572,21.93218158446006,0.430584432612156,0.36594167574999714,-0.1019234784537062,-0.8757940507923659,0.430584432612156,4,Psma3
O70492,21.669817591036193,21.60630037867884,21.35718900005521,21.517156102482467,21.04893115547883,21.574916841045685,21.669817591036193,21.60630037867884,21.35718900005521,21.517156102482467,21.04893115547883,21.574916841045685,0.4407342184007298,0.3558232297585033,-0.1641009569210894,-0.8550099113135932,0.4407342184007298,1,Snx3
O70493,21.76312157295051,21.702186215980376,NA,21.492528027661773,21.485862712766913,21.71011359512698,21.76312157295051,21.702186215980376,19.524388715962594,21.492528027661773,21.485862712766913,21.71011359512698,0.48677683948049083,0.3126700933941195,0.5662692768873967,0.765255295742624,0.48677683948049083,3,Snx12
O70503,20.477635749774382,NA,20.922160441911757,21.039858830508305,20.504361246582604,20.92128889836478,20.477635749774382,18.960451869356948,20.922160441911757,21.039858830508305,20.504361246582604,20.92128889836478,0.3179647874699017,0.49762097263903476,0.7017536381375322,1.1398625920373315,0.3179647874699017,4,Hsd17b12
O70551,21.281726318809167,21.206694842892528,21.326521654020535,21.491354031022162,21.275146946471068,NA,21.281726318809167,21.206694842892528,21.326521654020535,21.491354031022162,21.275146946471068,19.485569328772005,0.4591043931421783,0.3380885514764583,-0.5209575031523315,-0.8183531656707276,0.4591043931421783,11,Srpk1
O70591,23.82997042931637,24.12147217782153,23.849191271050458,23.825707257523845,23.870418906330237,23.784965463621713,23.82997042931637,24.12147217782153,23.849191271050458,23.825707257523845,23.870418906330237,23.784965463621713,0.33518047775809773,0.4747212843401968,-0.10651408357085401,-1.094602295817756,0.33518047775809773,1,Pfdn2
O88291,NA,20.420597633174612,20.743943569890124,19.376680778298436,19.75123675282063,20.399891213272042,18.452235324480757,20.420597633174612,20.743943569890124,19.376680778298436,19.75123675282063,20.399891213272042,0.9713461071215347,0.012625996013297513,-0.029655927718128083,-0.03821681450849071,0.9713461071215347,8,Znf326
O88342,24.15900160736115,24.272130838350588,24.15274964892069,24.300546394257516,24.33626736784698,24.507304447953764,24.15900160736115,24.272130838350588,24.15274964892069,24.300546394257516,24.33626736784698,24.507304447953764,0.06670536136423132,1.1758392587771993,0.18674537180860895,2.500857945179093,0.06670536136423132,12,Wdr1
O88413,22.21504591126193,21.92161578889797,22.07597393602341,21.86234374757219,21.689487886485207,22.064277008732475,22.21504591126193,21.92161578889797,22.07597393602341,21.86234374757219,21.689487886485207,22.064277008732475,0.22171998845019827,0.6541951527027736,-0.19884233113114647,-1.4459576585192835,0.22171998845019827,5,Tulp3
O88447,22.66301251535889,22.665725389216536,22.726483443864957,22.502881322841755,22.174750170968647,22.75987518309982,22.66301251535889,22.665725389216536,22.726483443864957,22.502881322841755,22.174750170968647,22.75987518309982,0.29392027239921237,0.5317704585429621,-0.20590489051005534,-1.2070189810062382,0.29392027239921237,8,Klc1
