proteinID,LFQ.intensity.HD1,LFQ.intensity.HD2,LFQ.intensity.HD3,LFQ.intensity.HD4,LFQ.intensity.HE1,LFQ.intensity.HE2,LFQ.intensity.HE3,LFQ.intensity.HE4,impute_LFQ.intensity.HD1,impute_LFQ.intensity.HD2,impute_LFQ.intensity.HD3,impute_LFQ.intensity.HD4,impute_LFQ.intensity.HE1,impute_LFQ.intensity.HE2,impute_LFQ.intensity.HE3,impute_LFQ.intensity.HE4,pvalue,log1P,log2fc,t.value,p.adjust,Cys,geneName
O14879,NA,NA,19.203065960040995,NA,21.030392337703866,21.643680068790452,21.857643917200217,19.99865653412532,17.427213389812643,17.630176002404014,19.203065960040995,17.187583837498284,21.030392337703866,21.643680068790452,21.857643917200217,19.99865653412532,0.0018396068470035068,2.7352749826540412,3.270583417015981,5.294427799052079,0.0018396068470035068,13,IFIT3
O14933,NA,NA,18.636617540717857,NA,20.167540652097756,22.142331463510484,22.107955176616134,20.482961537351628,17.686738501423488,17.444057271030907,18.636617540717857,16.93652268289891,20.167540652097756,22.142331463510484,22.107955176616134,20.482961537351628,0.001375871646638068,2.8614220790051914,3.5492132083762087,5.60393922580077,0.001375871646638068,3,UBE2L6
O14974,NA,NA,18.477220696639318,NA,18.756816901417757,19.046788298190997,19.202013788112588,18.393139036541047,17.415424919912542,16.676590120348457,18.477220696639318,17.9640452012452,18.756816901417757,19.046788298190997,19.202013788112588,18.393139036541047,0.028647728024723564,1.542909815073592,1.2163692715292207,2.864092989121101,0.028647728024723564,7,PPP1R12A
O15027,NA,NA,NA,NA,20.540188593684668,20.64939302381181,21.448239337807372,20.897038889384778,18.239070918029395,17.059523368905893,16.719412627290048,17.53028351556789,20.540188593684668,20.64939302381181,21.448239337807372,20.897038889384778,1.0201354770218071e-4,3.9913421488106673,3.49664235372385,9.05031261430277,1.0201354770218071e-4,28,SEC16A
O15382,NA,NA,19.20619402717932,19.20535894779088,19.909456586560097,19.827243451023598,19.242234423009336,19.753229809438505,17.980390277284407,17.32103265595677,19.20619402717932,19.20535894779088,19.909456586560097,19.827243451023598,19.242234423009336,19.753229809438505,0.04352195004949364,1.3612916538254742,1.254797090455039,2.549465557119017,0.04352195004949364,7,BCAT2
O15400,NA,19.638722258048663,19.151601286023798,20.115785377416415,21.754910331087316,21.133578736640604,20.88680696677382,21.910313343860857,18.335646510168242,19.638722258048663,19.151601286023798,20.115785377416415,21.754910331087316,21.133578736640604,20.88680696677382,21.910313343860857,0.003427229924964443,2.4650567587759373,2.110963486676372,4.671177656373816,0.003427229924964443,2,STX7
O43395,NA,NA,19.223784906856267,NA,19.52600246305708,19.6713302805123,19.073995077988453,20.399786930859122,17.48294824591007,16.88732337773143,19.223784906856267,17.550887086365787,19.52600246305708,19.6713302805123,19.073995077988453,20.399786930859122,0.016663288027826812,1.7782392987607247,1.8815427838883494,3.2876175561122416,0.016663288027826812,3,PRPF3
O43396,20.993344766910862,20.901023014459913,20.849038516003368,20.677623304621115,21.295692716044798,22.03442822724623,22.344187528316105,21.64209401166277,20.993344766910862,20.901023014459913,20.849038516003368,20.677623304621115,21.295692716044798,22.03442822724623,22.344187528316105,21.64209401166277,0.006416343669617555,2.192712382594639,0.9738432203186633,4.091788555371311,0.006416343669617555,7,TXNL1
O43447,NA,19.18679131141128,18.902422223664658,18.86220751646043,19.714262289971913,20.604763143540442,19.797408221482836,19.687515795874024,17.390466805373208,19.18679131141128,18.902422223664658,18.86220751646043,19.714262289971913,20.604763143540442,19.797408221482836,19.687515795874024,0.025080042180175278,1.6006717374345443,1.365515398489908,2.9662185278208995,0.025080042180175278,5,PPIH
O43504,NA,NA,NA,NA,19.741542695356532,21.50557316769089,20.02418196203846,20.392468366511707,17.021302277972676,17.244586859974465,17.28138381233426,16.947830402792647,19.741542695356532,21.50557316769089,20.02418196203846,20.392468366511707,1.6312120956605446e-4,3.78748956686506,3.2921657096308863,8.324087342016245,1.6312120956605446e-4,3,LAMTOR5
O43566,NA,NA,NA,NA,19.453744872922282,19.80088726415308,21.328440459814633,19.52800762548921,16.95830746584723,17.17611184066982,17.835953862104663,16.478524956060326,19.453744872922282,19.80088726415308,21.328440459814633,19.52800762548921,0.001406054968624416,2.8519977005796258,2.9155455244242887,5.580380629961855,0.001406054968624416,9,RGS14
O43583,18.77326801302672,18.939309464258027,18.74086775799732,18.518338115651066,19.56456260358905,20.050061195193578,19.48750249060284,20.03523405208987,18.77326801302672,18.939309464258027,18.74086775799732,18.518338115651066,19.56456260358905,20.050061195193578,19.48750249060284,20.03523405208987,9.533765196832044e-4,3.0207355483368037,1.041394247635548,6.01331733123099,9.533765196832044e-4,7,DENR
O43678,NA,NA,NA,NA,18.299297468431693,18.62912890402817,18.590470095187484,18.71320525370833,17.378233585364722,16.97144571611256,17.8509170419108,17.827068456500044,18.299297468431693,18.62912890402817,18.590470095187484,18.71320525370833,0.0036168507871234433,2.441669407651321,1.0511092303668867,4.619605115716115,0.0036168507871234433,2,NDUFA2
O43681,19.946352321951245,20.093262804760304,19.965925165970816,19.539810082586893,20.923756905577488,21.33298059468798,21.227232827085142,20.35444740828148,19.946352321951245,20.093262804760304,19.965925165970816,19.539810082586893,20.923756905577488,21.33298059468798,21.227232827085142,20.35444740828148,0.005153645441602001,2.287885463172088,1.0732668400907066,4.289151455797052,0.005153645441602001,8,GET3
O43765,NA,NA,NA,NA,20.950985830277734,20.820496860908737,21.703707600545528,21.645440311860074,17.59584941369437,18.041325941200817,17.524639464153037,16.602615781677148,20.950985830277734,20.820496860908737,21.703707600545528,21.645440311860074,5.409271339374021e-5,4.266861232971461,3.839050000716675,10.120530277188305,5.409271339374021e-5,4,SGTA
O43809,21.651978381692704,21.23847238272999,20.943421975067963,21.50780044601892,22.67126548348375,23.032361244288836,23.12578172563538,23.19207604712893,21.651978381692704,21.23847238272999,20.943421975067963,21.50780044601892,22.67126548348375,23.032361244288836,23.12578172563538,23.19207604712893,1.378069474366835e-4,3.860728887237116,1.6699528287568306,8.578933510022235,1.378069474366835e-4,1,NUDT21
O43815,NA,NA,NA,NA,NA,20.014679796255482,19.613566471678105,19.75291959632907,16.95599789226822,16.628732600531077,17.00617431984325,16.932332159833887,17.74368293183869,20.014679796255482,19.613566471678105,19.75291959632907,0.0038433595266724164,2.4152889876026227,2.4004029559062268,4.561859894043048,0.0038433595266724164,8,STRN
O43823,NA,NA,NA,NA,17.954412171298774,17.987486084733778,18.174603895046367,19.502963850356583,17.26519233778029,16.786344647550308,17.323432042739253,16.915139558343284,17.954412171298774,17.987486084733778,18.174603895046367,19.502963850356583,0.014496010268911457,1.8387515120148061,1.3323393537555894,3.399995382698519,0.014496010268911457,10,AKAP8
O60443,19.77484495769455,19.26283810294706,20.396132289420738,20.324655224347705,20.924264501033264,21.264763285660063,21.478425996992165,21.080177339529396,19.77484495769455,19.26283810294706,20.396132289420738,20.324655224347705,20.924264501033264,21.264763285660063,21.478425996992165,21.080177339529396,0.005135447791491288,2.289421681590599,1.2472901372012082,4.292380612492294,0.005135447791491288,13,GSDME
O60493,NA,NA,19.91740413227617,19.274874049033496,20.665790435544952,21.290696121551747,21.698418114804113,21.634137465135048,18.131993822011598,17.604136632763748,19.91740413227617,19.274874049033496,20.665790435544952,21.290696121551747,21.698418114804113,21.634137465135048,0.004171066531110092,2.3797528828313332,2.5901583752377135,4.484778496873769,0.004171066531110092,1,SNX3
O60613,NA,NA,NA,NA,20.13157063534604,20.586004110169572,20.640770964120204,21.538863370143385,17.437062992302454,18.08923024212385,16.924609712483708,17.012081000686567,20.13157063534604,20.586004110169572,20.640770964120204,21.538863370143385,1.4854787558079896e-4,3.828133554766635,3.3585562830456546,8.464692072977671,1.4854787558079896e-4,8,SELENOF
O60783,NA,NA,NA,NA,21.57431634362145,22.89500570064426,22.766320230175673,22.02188004070021,16.91709320542896,17.139834336726544,17.04666761702881,17.083253084997292,21.57431634362145,22.89500570064426,22.766320230175673,22.02188004070021,2.9972750216948664e-6,5.523273405561344,5.267668517739995,16.647881677185282,2.9972750216948664e-6,2,MRPS14
O75347,19.549374821547282,19.975612902030196,19.37972948709022,19.67683172126835,22.147681927770474,22.9191804919026,22.191021852766312,22.78350745941385,19.549374821547282,19.975612902030196,19.37972948709022,19.67683172126835,22.147681927770474,22.9191804919026,22.191021852766312,22.78350745941385,1.8723316774133834e-5,4.727617214940306,2.864960699979296,12.169433029128244,1.8723316774133834e-5,1,TBCA
O75380,18.013835150932202,17.984485215726547,NA,18.227362110839262,19.88124543040582,21.505912323244186,20.126916167646392,19.796980669481727,18.013835150932202,17.984485215726547,17.081103930494717,18.227362110839262,19.88124543040582,21.505912323244186,20.126916167646392,19.796980669481727,0.0018534713643164617,2.732014119327115,2.501067045696349,5.286590715947557,0.0018534713643164617,6,NDUFS6
O75391,NA,NA,NA,NA,20.032949711679198,20.829428542942587,20.340606426296894,21.91130127816285,17.274258716775282,16.948145163631448,17.51107839189263,16.481123955908714,20.032949711679198,20.829428542942587,20.340606426296894,21.91130127816285,2.0974768364037108e-4,3.678302826626841,3.724919932718361,7.95625438055512,2.0974768364037108e-4,2,SPAG7
O75475,19.292550810692802,18.50730686787045,19.28550155967681,19.10008224552167,21.254535030873818,21.379835229388128,20.69208760647717,23.353263150504468,19.292550810692802,18.50730686787045,19.28550155967681,19.10008224552167,21.254535030873818,21.379835229388128,20.69208760647717,23.353263150504468,0.005067662141659219,2.2951923470056768,2.623569883370461,4.3045232396867625,0.005067662141659219,2,PSIP1
O75494,NA,18.67186582450714,NA,19.09511882550988,19.729693757962796,20.94663789104182,20.00003302029108,21.468516657663567,17.398059546154684,18.67186582450714,16.472051962376533,19.09511882550988,19.729693757962796,20.94663789104182,20.00003302029108,21.468516657663567,0.010987240190503237,1.9591113813302163,2.626946292102758,3.6283181158506452,0.010987240190503237,1,SRSF10
O75821,NA,NA,19.909090295728028,NA,21.812880791325103,21.38832216040091,21.75605131694345,22.250174643827908,17.0111335571328,16.683344466386004,19.909090295728028,16.866787212656323,21.812880791325103,21.38832216040091,21.75605131694345,22.250174643827908,0.0017989903590862363,2.7449711640623793,4.184268345148553,5.3177791789616125,0.0017989903590862363,5,EIF3G
O75832,NA,NA,19.421501925151155,NA,19.375769149427946,19.414458145398562,19.788562224274404,19.366258172739162,18.292715146304044,17.252771802389585,19.421501925151155,16.597737896548264,19.375769149427946,19.414458145398562,19.788562224274404,19.366258172739162,0.043673643971373625,1.3597805706012949,1.5950802303617557,2.546884068537087,0.043673643971373625,5,PSMD10
O75995,19.57857907917445,20.164106538332693,NA,NA,23.05816154514745,23.664922909938003,24.078630998830377,24.603031793860286,19.57857907917445,20.164106538332693,16.496666434316158,16.703807896785634,23.05816154514745,23.664922909938003,24.078630998830377,24.603031793860286,0.0014127723203853,2.849927822558753,5.6153968247917945,5.575216038868027,0.0014127723203853,3,SASH3
O94804,19.104465665032492,19.205907768696107,19.79857938155709,NA,20.94034227639019,20.724174082731864,21.024723057231256,21.328166500899073,19.104465665032492,19.205907768696107,19.79857938155709,16.931879951682536,20.94034227639019,20.724174082731864,21.024723057231256,21.328166500899073,0.012785578103593506,1.8932796304437072,2.2441432875710383,3.5026179691094392,0.012785578103593506,12,STK10
O94903,NA,18.045589039297347,17.908240142669428,NA,20.264305141788036,20.137586573345068,20.50348803256973,20.89230267160882,17.457620485747714,18.045589039297347,17.908240142669428,17.12412475274956,20.264305141788036,20.137586573345068,20.50348803256973,20.89230267160882,4.432776670848611e-5,4.353324148479892,2.815526999711903,10.479082668530085,4.432776670848611e-5,5,PLPBP
O95336,19.342842944421424,19.58492214156124,19.374793280382857,19.287915244275982,23.575655571840915,24.05100775289653,24.929764072477425,24.34948857713614,19.342842944421424,19.58492214156124,19.374793280382857,19.287915244275982,23.575655571840915,24.05100775289653,24.929764072477425,24.34948857713614,3.042369204974406e-6,5.516788083526454,4.828860590927377,16.605716183920183,3.042369204974406e-6,5,PGLS
O95793,NA,NA,NA,NA,21.827879173689997,22.16701992860894,22.733679048694096,22.13680466717402,17.97990413809546,16.859118415396185,17.0278743013897,16.778713608725663,21.827879173689997,22.16701992860894,22.733679048694096,22.13680466717402,5.413316705999433e-6,5.266536563774565,5.054943088640009,15.054761610967983,5.413316705999433e-6,5,STAU1
O95801,NA,NA,17.837935852631496,NA,18.43754077535853,18.837473948792727,19.640541512447236,19.020035855495703,17.155046714914654,17.44601976540175,17.837935852631496,16.876369229907517,18.43754077535853,18.837473948792727,19.640541512447236,19.020035855495703,0.00220607315894801,2.65638008935703,1.6550551323096947,5.107050790689794,0.00220607315894801,9,TTC4
O95816,20.094423097514685,NA,NA,NA,22.223201593864292,22.5708470462776,23.158524018750224,22.667047421794784,20.094423097514685,17.66124724259439,16.637037908624286,16.717478326355167,22.223201593864292,22.5708470462776,23.158524018750224,22.667047421794784,0.0010709786755119884,2.970219176413403,4.877358376399592,5.881189231477302,0.0010709786755119884,3,BAG2
O95881,NA,NA,NA,NA,19.45963973390291,20.339410747535684,20.45723657669945,20.236313227042807,16.733625332881733,17.45102557814838,17.052562225282895,17.44973285450886,19.45963973390291,20.339410747535684,20.45723657669945,20.236313227042807,4.7178553504647804e-5,4.326255378723417,2.951413573589747,10.365611749372386,4.7178553504647804e-5,3,TXNDC12
O95999,NA,NA,NA,NA,21.354501215089538,22.37655360884655,22.55503748830917,22.28008428655962,18.092595210868595,18.041202831895482,17.077768946206824,16.095829305462974,21.354501215089538,22.37655360884655,22.55503748830917,22.28008428655962,1.145607484732141e-4,3.9409641575997245,4.81469507609275,8.865880655690448,1.145607484732141e-4,5,BCL10
P00813,NA,NA,20.497360690796004,NA,20.014407384049065,21.638916656807442,21.458438655681,20.97302184162871,17.161441883366237,17.45540685243516,20.497360690796004,17.042930031595542,20.014407384049065,21.638916656807442,21.458438655681,20.97302184162871,0.01619129708471157,1.7907183585246655,2.9819112699933186,3.3106666410463554,0.01619129708471157,5,ADA
P04080,20.845826918147846,21.76202673286525,22.171516453382637,21.68880521647412,28.508884092253048,29.084816577069187,28.51705695675338,29.633793211558725,20.845826918147846,21.76202673286525,22.171516453382637,21.68880521647412,28.508884092253048,29.084816577069187,28.51705695675338,29.633793211558725,1.407801353329398e-6,5.851458621642213,7.319093879191122,18.922075491422397,1.407801353329398e-6,1,CSTB
P04179,20.244698304162025,20.264419691396327,19.36452797660028,19.730091953344274,21.061115369245766,21.665486860918122,20.9087385690143,20.755969847872592,20.244698304162025,20.264419691396327,19.36452797660028,19.730091953344274,21.061115369245766,21.665486860918122,20.9087385690143,20.755969847872592,0.006658211143451002,2.176642436727912,1.1968931803869651,4.0589748270543735,0.006658211143451002,3,SOD2
P04183,NA,NA,NA,NA,18.83716593072057,19.633995617676202,20.28297075295414,18.69625442184631,16.61432395210072,17.56672157527073,17.221567659250343,16.37318682908232,18.83716593072057,19.633995617676202,20.28297075295414,18.69625442184631,0.001907052243169769,2.719637409413582,2.41864667687328,5.256918150604109,0.001907052243169769,11,TK1
P04440,NA,NA,NA,NA,19.95532070522317,20.462438367255583,19.890893608563307,20.413487447158964,17.245102622467446,16.927341056692647,17.07271397118071,16.662918996026356,19.95532070522317,20.462438367255583,19.890893608563307,20.413487447158964,3.121285637325202e-6,5.50566648604858,3.203515870458464,16.533646342700408,3.121285637325202e-6,5,HLA-DPB1
P05386,NA,NA,NA,NA,23.290105492816636,22.901704377928084,23.184635062545826,22.90070984764375,18.15000875894782,17.077656280389775,16.437351397936496,17.34311008225647,23.290105492816636,22.901704377928084,23.184635062545826,22.90070984764375,4.081204177410407e-6,5.389211677487319,5.817257065350933,15.79683660117392,4.081204177410407e-6,2,RPLP1
P06748,24.26756624671319,24.415448823138277,24.575597872117232,24.257098900891734,24.628397033912886,25.569642406504894,24.87666119986413,25.46737270759448,24.26756624671319,24.415448823138277,24.575597872117232,24.257098900891734,24.628397033912886,25.569642406504894,24.87666119986413,25.46737270759448,0.019685970691222368,1.7058431658141688,0.756590376253989,3.155139065307924,0.019685970691222368,3,NPM1
P06753,21.749028107470824,22.30635768005725,21.216615619538423,21.80978382647321,27.05413776154062,27.74989509712716,27.863606111427956,27.994855781530358,21.749028107470824,22.30635768005725,21.216615619538423,21.80978382647321,27.05413776154062,27.74989509712716,27.863606111427956,27.994855781530358,1.2688392414515742e-6,5.89659339837267,5.8951773795215985,19.257479390628756,1.2688392414515742e-6,1,TPM3
P07203,NA,NA,NA,NA,NA,18.612414992772578,18.264717477819296,19.539885792751477,17.52581231999622,16.647902825225756,17.795100189542275,17.241346409726795,18.18096965510874,18.612414992772578,18.264717477819296,19.539885792751477,0.014546761159224417,1.837233691712859,1.3469565434902613,3.39715755405162,0.014546761159224417,5,GPX1
P07355,22.065526579424724,21.750950637616025,22.490032141861928,21.162693727203223,23.95287061399028,23.48160729861672,23.97044367368922,22.71383034095109,22.065526579424724,21.750950637616025,22.490032141861928,21.162693727203223,23.95287061399028,23.48160729861672,23.97044367368922,22.71383034095109,0.006399041451512765,2.1938850765624367,1.662387210285356,4.09418878209396,0.006399041451512765,4,ANXA2
P07602,NA,NA,NA,NA,18.181171672850343,19.406009804452086,18.335425249179067,19.01217166161213,17.828355687227067,16.23906122520287,16.970304812695954,17.115571348186343,18.181171672850343,19.406009804452086,18.335425249179067,19.01217166161213,0.007978762123106147,2.098064482685077,1.6953713286953516,3.9005655630127136,0.007978762123106147,32,PSAP
P07737,26.849835528416737,27.441976716473665,26.741497435045606,27.165859111030116,27.92767480553123,28.791786494070028,28.04473771020019,29.025831034841836,26.849835528416737,27.441976716473665,26.741497435045606,27.165859111030116,27.92767480553123,28.791786494070028,28.04473771020019,29.025831034841836,0.00436313485302776,2.3602013639050536,1.3977153134192903,4.4427091515634975,0.00436313485302776,3,PFN1
P07741,21.569086079479437,20.531362421446417,20.95702266575192,21.481927506151244,22.56285914410609,22.459064342027272,22.186192844543502,23.074161720188275,21.569086079479437,20.531362421446417,20.95702266575192,21.481927506151244,22.56285914410609,22.459064342027272,22.186192844543502,23.074161720188275,0.0033184031498444573,2.4790708530564167,1.435719844509027,4.702253471553112,0.0033184031498444573,3,APRT
P08397,NA,NA,17.855318668312485,NA,18.997113308842746,19.223549253233475,18.495058652271236,18.41753115516058,17.160565016126522,17.756757136061438,17.855318668312485,17.31247531381009,18.997113308842746,19.223549253233475,18.495058652271236,18.41753115516058,0.002720311267613249,2.565381399615601,1.262034058799376,4.896562175290031,0.002720311267613249,4,HMBS
P08670,20.183863110526012,20.643151576798136,18.102724145564107,19.706914153398213,22.502832775039455,23.013129765719523,20.4745694467266,21.413125850032763,20.183863110526012,20.643151576798136,18.102724145564107,19.706914153398213,22.502832775039455,23.013129765719523,20.4745694467266,21.413125850032763,0.03255850060602923,1.4873356035838685,2.1917512128079686,2.766832611514758,0.03255850060602923,1,VIM
P08758,21.046268741729655,20.93380301538886,21.389530513776858,20.623460013849186,22.421676552612325,21.91038654738436,22.279347596026437,21.485666207159515,21.046268741729655,20.93380301538886,21.389530513776858,20.623460013849186,22.421676552612325,21.91038654738436,22.279347596026437,21.485666207159515,0.007888318570473783,2.103015558689929,1.0260036546095215,3.9104485726656484,0.007888318570473783,1,ANXA5
P09211,23.565232266190804,23.870607038956297,23.43147822052491,24.123604881875714,24.586405057677315,25.25133099699342,23.968335625765825,25.445375106757897,23.565232266190804,23.870607038956297,23.43147822052491,24.123604881875714,24.586405057677315,25.25133099699342,23.968335625765825,25.445375106757897,0.02822462080938282,1.5493718839999422,1.0651310949116812,2.875464257755796,0.02822462080938282,4,GSTP1
P09382,22.36292409089769,23.41596453182684,21.511714053747554,20.11591234727708,24.936609186024704,25.704694585628907,24.8768953465888,23.97980475497702,22.36292409089769,23.41596453182684,21.511714053747554,20.11591234727708,24.936609186024704,25.704694585628907,24.8768953465888,23.97980475497702,0.008288448229744805,2.081526770817821,3.0228722123675666,3.8676477100404965,0.008288448229744805,6,LGALS1
P09496,19.520507423511113,19.536228240723265,20.101750027089423,19.95461096199004,20.894894716988258,21.31826917161179,20.94663789104182,20.88338013608688,19.520507423511113,19.536228240723265,20.101750027089423,19.95461096199004,20.894894716988258,21.31826917161179,20.94663789104182,20.88338013608688,4.781263780426567e-4,3.3204572957889287,1.2325213156037265,6.844831103865273,4.781263780426567e-4,2,CLTA
P09661,19.787574207926248,19.357822587651135,19.47121874383157,19.620992981666717,20.73719121776054,20.96388103927312,20.923539309985074,20.98572244108688,19.787574207926248,19.357822587651135,19.47121874383157,19.620992981666717,20.73719121776054,20.96388103927312,20.923539309985074,20.98572244108688,1.7468206481463806e-5,4.757751683179003,1.3431813717574848,12.315952073948777,1.7468206481463806e-5,2,SNRPA1
P10599,22.05675677064087,23.028521913521967,22.07695256517563,21.75250315281891,25.169170526507454,26.776933163071124,26.45309049289556,26.31863810191345,22.05675677064087,23.028521913521967,22.07695256517563,21.75250315281891,25.169170526507454,26.776933163071124,26.45309049289556,26.31863810191345,1.1565891472441183e-4,3.936820887178634,3.950774470557551,8.850860224895442,1.1565891472441183e-4,5,TXN
P10606,20.403328310977557,20.33614475978209,20.12047583596676,20.535450052208382,21.833835138407245,20.902275002373557,20.764175078714587,21.121235015974225,20.403328310977557,20.33614475978209,20.12047583596676,20.535450052208382,21.833835138407245,20.902275002373557,20.764175078714587,21.121235015974225,0.01891519663578712,1.7231891395738062,0.8065303191337065,3.186692302338549,0.01891519663578712,4,COX5B
P10644,NA,20.645704163180508,20.412350693728154,NA,21.64649542773418,23.906648423711662,22.65656801393738,22.99817445352861,17.03190779078767,20.645704163180508,20.412350693728154,16.646569009925575,21.64649542773418,23.906648423711662,22.65656801393738,22.99817445352861,0.012370438585076901,1.9076149024968192,4.1178386653224806,3.5298187564872245,0.012370438585076901,4,PRKAR1A
P11802,NA,NA,NA,NA,NA,19.913844837946208,20.46493256766399,19.649691233588662,16.771820167133992,17.113932440192826,17.442184808024574,16.81602126135017,16.941104525592287,19.913844837946208,20.46493256766399,19.649691233588662,0.03307015640310925,1.4805637511145198,2.206403622022396,2.7550443999549903,0.03307015640310925,4,CDK4
P13693,20.52238613263712,20.926510279501144,20.4306363071638,20.81315488556757,21.2296989730547,21.426547322520815,21.91480846459316,21.747062024548786,20.52238613263712,20.926510279501144,20.4306363071638,20.81315488556757,21.2296989730547,21.426547322520815,21.91480846459316,21.747062024548786,0.003423896489523167,2.465479373290568,0.9063572949619569,4.672112890194026,0.003423896489523167,2,TPT1
P13861,NA,NA,NA,NA,18.904334734578658,NA,19.567183675193917,19.75133483640134,16.952305488848744,16.741049081253156,16.90830935747898,17.71893369983689,18.904334734578658,17.332828341956176,19.567183675193917,19.75133483640134,0.022241158942299465,1.652842586283698,1.808770990178079,3.059433217053284,0.022241158942299465,6,PRKAR2A
P13984,NA,NA,NA,NA,19.434387964768217,NA,19.45408638913154,19.951199325659683,17.46194239190882,17.749067390569305,17.04801882145706,17.43313636166866,19.434387964768217,17.19260779689293,19.45408638913154,19.951199325659683,0.046381043433364466,1.3336594852742487,1.585029127712133,2.502342192396438,0.046381043433364466,1,GTF2F2
P14174,23.159833158530095,22.661121339778145,22.670617353082203,23.491794391723825,24.99920728619954,25.499326949661075,25.016950732755003,26.077449780616593,23.159833158530095,22.661121339778145,22.670617353082203,23.491794391723825,24.99920728619954,25.499326949661075,25.016950732755003,26.077449780616593,3.1417756940620866e-4,3.5028248244865163,2.402392126529488,7.393947827537947,3.1417756940620866e-4,3,MIF
