proteinID,LFQ.intensity.HE1,LFQ.intensity.HE2,LFQ.intensity.HE3,LFQ.intensity.HE4,LFQ.intensity.PE1,LFQ.intensity.PE2,LFQ.intensity.PE3,LFQ.intensity.PE4,impute_LFQ.intensity.HE1,impute_LFQ.intensity.HE2,impute_LFQ.intensity.HE3,impute_LFQ.intensity.HE4,impute_LFQ.intensity.PE1,impute_LFQ.intensity.PE2,impute_LFQ.intensity.PE3,impute_LFQ.intensity.PE4,pvalue,log1P,log2fc,t.value,p.adjust,Cys,geneName
O00170,21.972180497361745,22.367543795215724,22.874627208214573,22.198115265453218,21.99282634022712,21.658181840130574,21.875002353194425,21.980990235658325,21.972180497361745,22.367543795215724,22.874627208214573,22.198115265453218,21.99282634022712,21.658181840130574,21.875002353194425,21.980990235658325,0.06085168629527518,1.2157273822887147,-0.476366499258706,-2.302976530670099,0.06085168629527518,8,AIP
O00182,19.947922252902007,19.416995396494414,20.472091865762394,20.313405653230223,19.60103079968495,20.502517174497502,20.02079551139457,19.807018386468158,19.947922252902007,19.416995396494414,20.472091865762394,20.313405653230223,19.60103079968495,20.502517174497502,20.02079551139457,19.807018386468158,0.8628027404631595,0.06408848414652327,-0.054763324085961074,-0.18036639585866165,0.8628027404631595,6,LGALS9
O00193,19.341258197277433,19.593537019039108,19.41115096446492,20.79495203030453,19.87226906521994,20.03442822724623,20.10699736014643,19.713926806802544,19.341258197277433,19.593537019039108,19.41115096446492,20.79495203030453,19.87226906521994,20.03442822724623,20.10699736014643,19.713926806802544,0.6912656816962774,0.16035500339515107,0.1466808120822911,0.41688603464535134,0.6912656816962774,1,SMAP
O00203,19.0074434362993,NA,NA,NA,18.030634809723185,17.78526087943191,NA,18.78940628279496,19.0074434362993,17.23806853029413,17.37312646891186,17.28562885777298,18.030634809723185,17.78526087943191,17.20090812769868,18.78940628279496,0.6907448406055682,0.1606823502839084,0.22548570159261772,0.4176381074986834,0.6907448406055682,10,AP3B1
O00231,20.799385979367884,20.482567708088038,20.746652086478548,20.240977618564294,20.5077520634698,20.608016528875062,20.57107859249937,20.878523955967292,20.799385979367884,20.482567708088038,20.746652086478548,20.240977618564294,20.5077520634698,20.608016528875062,20.57107859249937,20.878523955967292,0.6453904157963888,0.19017748826221564,0.07394693707819044,0.48422953777629,0.6453904157963888,5,PSMD11
O00232,20.44697826271013,20.834992535212912,20.95183962230791,20.18930337145282,NA,20.33756092900001,NA,NA,20.44697826271013,20.834992535212912,20.95183962230791,20.18930337145282,16.588162042005624,20.33756092900001,17.285053912847403,17.418739579560203,0.01908755062267906,1.7192497981282653,-2.698399332067634,-3.179516217459357,0.01908755062267906,7,PSMD12
O00233,18.055631965351253,18.42024809577692,18.19993109585325,19.01478874673722,18.765486833224163,18.999565162333752,18.80596423907772,18.02783042238258,18.055631965351253,18.42024809577692,18.19993109585325,19.01478874673722,18.765486833224163,18.999565162333752,18.80596423907772,18.02783042238258,0.4781526444102776,0.3204334380272242,0.22706168832489482,0.756210018916164,0.4781526444102776,3,PSMD9
O00244,19.2517643905903,20.602771345866074,19.96634772737219,20.3670904906681,20.693194261526656,NA,NA,NA,19.2517643905903,20.602771345866074,19.96634772737219,20.3670904906681,20.693194261526656,17.332130998083283,16.86261403853496,17.83086327265509,0.08607441078943777,1.0651259415163667,-1.8672928459241689,-2.051405294248024,0.08607441078943777,3,ATOX1
O00273,20.264992303049365,19.848427334023928,20.90881185248476,20.774265872173974,20.105207732894755,20.58104607485591,20.064211211863793,19.764077864251202,20.264992303049365,19.848427334023928,20.90881185248476,20.774265872173974,20.105207732894755,20.58104607485591,20.064211211863793,19.764077864251202,0.32106938195575796,0.4934011079547419,-0.320488619466591,-1.081366786128251,0.32106938195575796,7,DFFA
O00299,23.924337000093097,24.319689208223796,24.228686601773383,23.02835328770466,23.4067831852024,23.524085406183605,23.624442076788174,23.67831128510191,23.924337000093097,24.319689208223796,24.228686601773383,23.02835328770466,23.4067831852024,23.524085406183605,23.624442076788174,23.67831128510191,0.3325622908545067,0.47812699685508797,-0.31686103612971195,-1.0537705705648668,0.3325622908545067,6,CLIC1
O00303,NA,NA,NA,NA,21.746734083411752,21.24574302041382,21.25942835686647,21.239929444522787,16.811292346897137,17.789480576375738,17.18553777096163,16.641268093039656,21.746734083411752,21.24574302041382,21.25942835686647,21.239929444522787,5.4000484048802136e-6,5.2676023472366325,4.266064029485168,15.061062668170665,5.4000484048802136e-6,2,EIF3F
O00330,18.50742301909823,17.790615769740153,17.36247468318713,17.291404557007137,18.007060126738427,18.04436209896048,17.8017715007,NA,18.50742301909823,17.790615769740153,17.36247468318713,17.291404557007137,18.007060126738427,18.04436209896048,17.8017715007,17.233056898409238,0.9236758744980929,0.034480399572096865,0.03358314894387249,0.09990286395824886,0.9236758744980929,4,PDHX
O00410,19.511598247491115,18.64751464009793,19.42408835729366,18.12510063199686,NA,19.064211211863793,18.786569562258382,19.149940579748286,19.511598247491115,18.64751464009793,19.42408835729366,18.12510063199686,16.694317335898187,19.064211211863793,18.786569562258382,19.149940579748286,0.48028606476845426,0.31850001398973055,-0.5033157967777306,-0.7523830020059148,0.48028606476845426,26,IPO5
O00425,20.26956503283919,19.760232643777837,19.580346907486195,20.082128245899554,19.46875528070846,19.399140211599835,19.607727635972115,19.821010960209037,20.26956503283919,19.760232643777837,19.580346907486195,20.082128245899554,19.46875528070846,19.399140211599835,19.607727635972115,19.821010960209037,0.10217463159436689,0.9906569195260534,-0.34890968537833444,-1.9276637962535588,0.10217463159436689,6,IGF2BP3
O00429,19.66700409566775,19.811932806963753,19.73662984496637,NA,NA,19.54884824245908,NA,19.96112746677329,19.66700409566775,19.811932806963753,19.73662984496637,15.783503811718461,15.845268468393877,19.54884824245908,17.62473641045676,19.96112746677329,0.7252359578135503,0.13952067135415497,-0.5047724928083319,-0.3683825748616173,0.7252359578135503,9,DNM1L
O00487,21.192256688842168,21.081413219844695,21.7070827220776,21.082193230699048,21.59523198109922,21.985305517365394,21.58136794591225,21.918452740151448,21.192256688842168,21.081413219844695,21.7070827220776,21.082193230699048,21.59523198109922,21.985305517365394,21.58136794591225,21.918452740151448,0.03310233412121108,1.4801413820483835,0.5043530807662009,2.7543095950780923,0.03310233412121108,3,PSMD14
O00567,19.72143968395303,19.713121328759886,19.587231803255396,19.798389528281266,19.918030475866505,19.971268487045126,19.90829879000133,19.87949650056227,19.72143968395303,19.713121328759886,19.587231803255396,19.798389528281266,19.918030475866505,19.971268487045126,19.90829879000133,19.87949650056227,0.004154205095583599,2.381512065893982,0.21422797730641463,4.488575515969649,0.004154205095583599,7,NOP56
O00571,21.39905674283253,21.569503344859317,21.926437889574593,21.263560347556233,21.815150287653477,22.07815862759436,21.84590346790728,22.51619440192298,21.39905674283253,21.569503344859317,21.926437889574593,21.263560347556233,21.815150287653477,22.07815862759436,21.84590346790728,22.51619440192298,0.05149745933601772,1.2882141966591167,0.5242121150638539,2.425200796326511,0.05149745933601772,7,DDX3X
O00625,18.954099730574026,20.42879769811178,19.77543988680833,18.817970440167503,20.16459762676936,19.864793710388145,19.46883481295346,19.596106021716682,18.954099730574026,20.42879769811178,19.77543988680833,18.817970440167503,20.16459762676936,19.864793710388145,19.46883481295346,19.596106021716682,0.5178239623559315,0.28581785641531293,0.2795061040415021,0.6868583262067862,0.5178239623559315,2,PIR
O00764,19.69244523401893,19.402912128934894,NA,19.4744902299991,NA,19.22505677169968,NA,NA,19.69244523401893,19.402912128934894,17.58123783961283,19.4744902299991,17.00139312972098,19.22505677169968,17.01670855396613,17.528243041823007,0.11014775791367411,0.9580243386006347,-1.344920983838989,-1.873469462778873,0.11014775791367411,4,PDXK
O14545,17.64631962866726,18.62927123077232,18.96798046793889,NA,17.756686617854125,18.573151590117984,18.283423008456552,18.83722753959622,17.64631962866726,18.62927123077232,18.96798046793889,16.951495993553532,17.756686617854125,18.573151590117984,18.283423008456552,18.83722753959622,0.5650760907812026,0.24789306796570285,0.3138553587732211,0.6086434242258941,0.5650760907812026,25,TRAFD1
O14561,20.192678098233475,20.76943109874541,19.985930857773862,20.851175616232528,21.099697098901125,20.973091931508524,20.577546844726957,NA,20.192678098233475,20.76943109874541,19.985930857773862,20.851175616232528,21.099697098901125,20.973091931508524,20.577546844726957,17.462909625594673,0.651908489668013,0.18581336319671515,-0.4214925425634988,-0.4745171813210716,0.651908489668013,3,NDUFAB1
O14562,NA,18.657213761061616,NA,19.39678035814969,20.26865164563496,19.856565346157154,19.564190434452623,19.22019881104065,16.96696862931522,18.657213761061616,17.483753974824598,19.39678035814969,20.26865164563496,19.856565346157154,19.564190434452623,19.22019881104065,0.03597010265683887,1.4440583227254136,1.6012223784835662,2.6917219698652572,0.03597010265683887,2,UBFD1
O14579,21.706998440199914,21.41173026867234,21.750378236923474,21.091133174691894,22.26570774816241,21.700832525952944,22.06493481242839,22.115785377416415,21.706998440199914,21.41173026867234,21.750378236923474,21.091133174691894,22.26570774816241,21.700832525952944,22.06493481242839,22.115785377416415,0.03051816374649999,1.5154416010826113,0.5467550858681314,2.815903363490159,0.03051816374649999,4,COPE
O14617,18.402037755660068,NA,NA,NA,17.622280655215583,17.38076542756518,17.59390169512125,NA,18.402037755660068,17.41774991668118,17.295382895799502,17.470372381616265,17.622280655215583,17.38076542756518,17.59390169512125,17.341785929071147,0.5634028738126102,0.249180942089728,-0.16170231069596497,-0.6113416866084925,0.5634028738126102,19,AP3D1
O14618,19.021392103401332,19.499970423752185,NA,NA,19.514394299784502,19.049369981900405,19.254558097202185,18.843620540289567,19.021392103401332,19.499970423752185,17.3967103920522,17.01582247103886,19.514394299784502,19.049369981900405,19.254558097202185,18.843620540289567,0.18515967357316784,0.732453593527037,0.9320118822330201,1.4965075793832154,0.18515967357316784,9,CCS
O14734,NA,NA,20.088224058171033,NA,20.684402778074492,20.62113611327464,20.49940603094339,NA,15.904809469518849,17.30933809824793,20.088224058171033,16.945469618710163,20.684402778074492,20.62113611327464,20.49940603094339,17.514997413849972,0.10318966941631148,0.9863637788721948,2.2680252728736328,1.9205342051296868,0.10318966941631148,8,ACOT8
O14745,19.196237103706277,19.338431727300712,19.375493427257915,19.50649354733352,19.819203012856963,20.000720771193595,19.702879490138578,19.5674993694832,19.196237103706277,19.338431727300712,19.375493427257915,19.50649354733352,19.819203012856963,20.000720771193595,19.702879490138578,19.5674993694832,0.009593420773416798,2.0180265066855094,0.4184117095184803,3.7425654115327225,0.009593420773416798,5,SLC9A3R1
O14818,22.05949894100657,22.75166581926375,22.41113544418865,22.32898822162579,23.1102194787754,22.42780080565276,22.816635265615286,22.337098103529787,22.05949894100657,22.75166581926375,22.41113544418865,22.32898822162579,23.1102194787754,22.42780080565276,22.816635265615286,22.337098103529787,0.2594109889611154,0.5860116306263042,0.2851163068721192,1.2454096545182667,0.2594109889611154,3,PSMA7
O14879,21.122752178544214,21.635156583589577,21.879720840856756,19.86619829302384,21.0470679818817,21.159556028058766,21.061510953301134,21.430432132943125,21.122752178544214,21.635156583589577,21.879720840856756,19.86619829302384,21.0470679818817,21.159556028058766,21.061510953301134,21.430432132943125,0.918681713170473,0.036834928392570326,0.04868480004258302,0.10646783437020092,0.918681713170473,13,IFIT3
O14933,20.412350693728154,21.83055079608553,21.82465891422407,20.379835229388128,21.677709320125143,21.29429092514875,21.56439513935851,21.631120201847263,20.412350693728154,21.83055079608553,21.82465891422407,20.379835229388128,21.677709320125143,21.29429092514875,21.56439513935851,21.631120201847263,0.34760903854453906,0.45890893953354595,0.4300299882634455,1.0187936450399848,0.34760903854453906,3,UBE2L6
O14974,18.774040609461224,19.011462049962123,19.272689009191257,18.39891066086852,19.46125960499597,19.042867022726714,19.200242493872533,18.916631753060813,18.774040609461224,19.011462049962123,19.272689009191257,18.39891066086852,19.46125960499597,19.042867022726714,19.200242493872533,18.916631753060813,0.23328679481046208,0.6321098437320031,0.2909746362932282,1.3253450757780612,0.23328679481046208,7,PPP1R12A
O14979,20.704889791455837,NA,20.823920734241714,NA,21.091391479162553,21.30641331061391,NA,20.776596883973717,20.704889791455837,16.891818676660623,20.823920734241714,16.18397315086804,21.091391479162553,21.30641331061391,17.44208387550451,20.776596883973717,0.3637052348999396,0.43925044799176716,1.5029707990071195,0.9827001394668664,0.3637052348999396,3,HNRNPDL
O14980,NA,NA,NA,NA,21.00154563973573,22.50462795658983,21.505282399458622,NA,16.71829418413652,17.200663189232564,17.707065482459523,16.92035293516338,21.00154563973573,22.50462795658983,21.505282399458622,17.065066010544758,0.03154759923325176,1.501033684895994,3.382536553834239,2.790718885309931,0.03154759923325176,20,XPO1
O15027,21.056227559743693,21.149357640079668,22.00655345427798,21.386744524783076,20.79724988366334,21.112289320047278,20.9040406671009,21.01644922291547,21.056227559743693,21.149357640079668,22.00655345427798,21.386744524783076,20.79724988366334,21.112289320047278,20.9040406671009,21.01644922291547,0.09643596091351697,1.0157609877357507,-0.4422135212893572,-1.96935831533659,0.09643596091351697,28,SEC16A
O15042,18.888338956105137,18.47460905345927,18.28653971336855,19.19397767181474,17.664697267805746,18.382919492141163,18.072059311655245,18.18155993768237,18.888338956105137,18.47460905345927,18.28653971336855,19.19397767181474,17.664697267805746,18.382919492141163,18.072059311655245,18.18155993768237,0.04650166038038066,1.3325315399882527,-0.6355573463657933,-2.500422255134978,0.04650166038038066,8,U2SURP
O15067,19.756719189848052,18.963500088711704,18.781007450053032,19.423452442819766,18.11948830432963,19.004209491539346,19.083635139954534,19.62626158954444,19.756719189848052,18.963500088711704,18.781007450053032,19.423452442819766,18.11948830432963,19.004209491539346,19.083635139954534,19.62626158954444,0.5024752850198878,0.29888529478996534,-0.2727711615161539,-0.7132516913399287,0.5024752850198878,29,PFAS
O15143,20.746406067712986,21.38479639520062,20.91473548510351,20.82617294346749,20.49384763295404,20.501837184902296,20.26739479326467,20.212049843624797,20.746406067712986,21.38479639520062,20.91473548510351,20.82617294346749,20.49384763295404,20.501837184902296,20.26739479326467,20.212049843624797,0.010032160553012311,1.9986055260818052,-0.5992453591847031,-3.704716606058908,0.010032160553012311,14,ARPC1B
O15144,22.887085969470718,23.209716911940358,22.88870312195768,22.824212166198766,22.39696845262078,22.57140269479012,22.686926206594226,22.531909694503135,22.887085969470718,23.209716911940358,22.88870312195768,22.824212166198766,22.39696845262078,22.57140269479012,22.686926206594226,22.531909694503135,0.008556231583024099,2.0677174693239353,-0.4056277802648154,-3.840270209509159,0.008556231583024099,2,ARPC2
O15145,22.256263982913396,22.744723815722068,22.56892377701173,22.28943019233464,22.272415646374586,22.084822658176357,21.843068418185283,21.829699511571516,22.256263982913396,22.744723815722068,22.56892377701173,22.28943019233464,22.272415646374586,22.084822658176357,21.843068418185283,21.829699511571516,0.027302300021317765,1.5638007652489545,-0.4573338834185243,-2.900902955261272,0.027302300021317765,4,ARPC3
O15160,19.55653973273005,18.87429699992029,19.53943147215541,NA,19.409970947361447,19.0054436308392,18.93130886084235,NA,19.55653973273005,18.87429699992029,19.53943147215541,17.184368778303476,19.409970947361447,19.0054436308392,18.93130886084235,15.96534158593923,0.651930719473494,0.18579855418991822,-0.460642989531749,-0.47448414396943217,0.651930719473494,4,POLR1C
O15212,NA,19.454026127439384,20.057880699652877,19.879765704729742,18.97994427386315,NA,19.529114045287074,19.498763522159326,16.94672047334335,19.454026127439384,20.057880699652877,19.879765704729742,18.97994427386315,17.35559933806083,19.529114045287074,19.498763522159326,0.7924475658045613,0.10102946429646142,-0.24374295644874522,-0.27512695885088967,0.7924475658045613,0,PFDN6
O15347,NA,19.774410665346828,NA,20.20287471312151,19.85767428780925,19.933298765463057,19.8674054430082,19.77046387750383,16.234408301701546,19.774410665346828,16.75229098896071,20.20287471312151,19.85767428780925,19.933298765463057,19.8674054430082,19.77046387750383,0.1637600020396358,0.7857921649363997,1.6162144261634346,1.5863302588943544,0.1637600020396358,3,HMGB3
O15355,19.60201011528374,19.854588405484613,19.483552079742555,20.845980013605185,19.486010074409595,19.88484125929481,19.79265051119906,20.052981900240038,19.60201011528374,19.854588405484613,19.483552079742555,20.845980013605185,19.486010074409595,19.88484125929481,19.79265051119906,20.052981900240038,0.6826634747211411,0.1657933330519569,-0.14241171724314583,-0.42934199348192814,0.6826634747211411,12,PPM1G
O15371,20.45472902394093,19.608287313442606,20.168887534898726,20.11946297411497,19.976452247563937,19.482843399860496,20.623817204997554,20.73933563109059,20.45472902394093,19.608287313442606,20.168887534898726,20.11946297411497,19.976452247563937,19.482843399860496,20.623817204997554,20.73933563109059,0.7426096734540573,0.12923939782416732,0.1177704092788332,0.3439606368867635,0.7426096734540573,11,EIF3D
O15400,21.689871746456074,21.063618904970998,20.697866893309023,21.68530145354615,21.7311947125622,20.932578102557372,20.979316332594962,20.10162180462648,21.689871746456074,21.063618904970998,20.697866893309023,21.68530145354615,21.7311947125622,20.932578102557372,20.979316332594962,20.10162180462648,0.4319171414137729,0.36459955984764164,-0.34798701148530853,-0.84227993520985,0.4319171414137729,2,STX7
O15511,20.47733929543431,20.61432163055472,20.39372561717157,NA,21.17657736972797,NA,20.483748873500996,20.32520442494853,20.47733929543431,20.61432163055472,20.39372561717157,16.763436347044518,21.17657736972797,16.995427986560628,20.483748873500996,20.32520442494853,0.8943845931764601,0.04847569062500177,0.18303394113324956,0.13848964299600172,0.8943845931764601,1,ARPC5
O15533,21.174932995017834,21.926944542798726,21.503002685200684,20.12047583596676,NA,20.59377406897779,20.67124388382749,21.272415646374586,21.174932995017834,21.926944542798726,21.503002685200684,20.12047583596676,16.9423221711523,20.59377406897779,20.67124388382749,21.272415646374586,0.2623334268978718,0.5811463674639441,-1.3114000721629608,-1.236914205807475,0.2623334268978718,6,TAPBP
O43143,20.98752771955245,20.457537190357264,20.454226989958453,19.457957944272913,20.182287652724728,20.779004318686695,20.815267578343985,21.635909382627364,20.98752771955245,20.457537190357264,20.454226989958453,19.457957944272913,20.182287652724728,20.779004318686695,20.815267578343985,21.635909382627364,0.2844400723001452,0.5460092196410019,0.5138047720604249,1.175184401634331,0.2844400723001452,14,DHX15
O43169,21.486452069047132,20.222346820644354,20.99858767533043,20.016041086261076,19.535829708800282,20.432166693475644,20.28285766692305,20.81213655863339,21.486452069047132,20.222346820644354,20.99858767533043,20.016041086261076,19.535829708800282,20.432166693475644,20.28285766692305,20.81213655863339,0.37588430207509005,0.42494581119633024,-0.41510925586265657,-0.956222296513818,0.37588430207509005,2,CYB5B
O43175,20.255687895759277,NA,19.758590843753552,21.374326326958947,22.91029504239959,21.519317587691102,22.447709820522743,23.059102804800833,20.255687895759277,16.943755307483162,19.758590843753552,21.374326326958947,22.91029504239959,21.519317587691102,22.447709820522743,23.059102804800833,0.027739138127326337,1.5569070368590276,2.9010162203648306,2.8887406652314964,0.027739138127326337,13,PHGDH
O43242,20.404160315061105,19.229828036009554,19.722757510827535,18.69350056982038,19.163173009512974,19.934451077857297,19.586535627954213,20.377295272674157,20.404160315061105,19.229828036009554,19.722757510827535,18.69350056982038,19.163173009512974,19.934451077857297,19.586535627954213,20.377295272674157,0.5914384736154568,0.22809042763638745,0.2528021390700168,0.5667495093385914,0.5914384736154568,2,PSMD3
O43390,21.318710497721344,20.973302180719394,21.01365798514903,21.702820321202317,21.274976391621987,21.32498476979572,21.266079639453277,21.19334006439312,21.318710497721344,20.973302180719394,21.01365798514903,21.702820321202317,21.274976391621987,21.32498476979572,21.266079639453277,21.19334006439312,0.943119207726375,0.025433410140982007,0.012722470118003315,0.07438869804103591,0.943119207726375,5,HNRNPR
O43395,19.495780873303804,20.10674183498797,19.413735347103596,20.729909460770394,20.092230649437518,19.95333254361583,19.843513199760874,19.72608840994847,19.495780873303804,20.10674183498797,19.413735347103596,20.729909460770394,20.092230649437518,19.95333254361583,19.843513199760874,19.72608840994847,0.9208609982121128,0.03580592057992231,-0.03275067835076939,-0.103602462972413,0.9208609982121128,3,PRPF3
O43396,21.742505169382667,22.057120490557303,22.522434026903568,21.975333011634344,22.450456156186593,21.578099919313335,21.809705335951122,22.009495148009243,21.742505169382667,22.057120490557303,22.522434026903568,21.975333011634344,22.450456156186593,21.578099919313335,21.809705335951122,22.009495148009243,0.6651082926170974,0.1771076373178651,-0.11240903475439623,-0.4550004776696679,0.6651082926170974,7,TXNL1
O43399,20.45673541469737,19.842147744866935,19.752445984522648,20.650094595786435,20.265450228792265,20.694895151892133,19.921259837843657,NA,20.45673541469737,19.842147744866935,19.752445984522648,20.650094595786435,20.265450228792265,20.694895151892133,19.921259837843657,16.241668792211776,0.42660893914349035,0.36997004860525723,-0.8945374322833892,-0.8525805641918549,0.42660893914349035,1,TPD52L2
O43447,19.548471996830873,20.396236836327617,20.102262803011257,19.997967798235557,20.395191026176068,20.055367177786795,20.160664230679554,19.78650575160594,19.548471996830873,20.396236836327617,20.102262803011257,19.997967798235557,20.395191026176068,20.055367177786795,20.160664230679554,19.78650575160594,0.6977302025027374,0.15631247739869375,0.08819718796076259,0.40757357672899597,0.6977302025027374,5,PPIH
O43488,19.04756062602362,18.841717896166802,NA,NA,NA,19.348235393603872,18.85911615579333,19.57326255954622,19.04756062602362,18.841717896166802,17.567831103831615,17.38650386564351,16.770560794431272,19.348235393603872,18.85911615579333,19.57326255954622,0.599134175105213,0.2224759071892998,0.42689035292728406,0.5547278666708136,0.599134175105213,8,AKR7A2
O43504,19.772366127283014,21.48743379481118,20.003331238624266,20.38595505955303,21.15678179149935,20.67426469354778,20.881290246894018,20.276510659884202,19.772366127283014,21.48743379481118,20.003331238624266,20.38595505955303,21.15678179149935,20.67426469354778,20.881290246894018,20.276510659884202,0.45850036599545807,0.33866031332058083,0.3349402928884615,0.7920359258588423,0.45850036599545807,3,LAMTOR5
O43516,20.34364550815686,20.972601230826637,20.804436719312186,20.94528093414483,21.313405653230223,20.607203870091688,20.63741380329398,20.247134799643124,20.34364550815686,20.972601230826637,20.804436719312186,20.94528093414483,21.313405653230223,20.607203870091688,20.63741380329398,20.247134799643124,0.8144782822958161,0.08912049147190398,-0.06520156654537601,-0.24519255981852517,0.8144782822958161,1,WIPF1
O43566,19.379983255585774,19.581726517662368,21.219572690018822,19.662525828915015,20.408313153394616,19.819203012856963,20.56392985892074,21.222464750512476,19.379983255585774,19.581726517662368,21.219572690018822,19.662525828915015,20.408313153394616,19.819203012856963,20.56392985892074,21.222464750512476,0.3305701162816281,0.48073640944755447,0.5425256208757041,1.0584974431037408,0.3305701162816281,9,RGS14
O43583,19.526709362147706,19.93387503670734,19.40490870871275,19.815517766617855,20.62640419942615,20.121614456218612,20.11870286079871,19.664506312279126,19.526709362147706,19.93387503670734,19.40490870871275,19.815517766617855,20.62640419942615,20.121614456218612,20.11870286079871,19.664506312279126,0.09302664658217219,1.0313926341769184,0.4625542386342332,1.995327839432455,0.09302664658217219,7,DENR
O43615,19.532371146079598,20.026210023439237,19.591237437594195,19.34775976321939,19.15654727818643,19.785388608076605,19.63493509733081,19.631546551170434,19.532371146079598,20.026210023439237,19.591237437594195,19.34775976321939,19.15654727818643,19.785388608076605,19.63493509733081,19.631546551170434,0.7278783949134031,0.13794117127688535,-0.07229020889203497,-0.36465234074159314,0.7278783949134031,6,TIMM44
O43665,20.821976348598884,21.516579159078546,20.4306363071638,NA,20.998794241856146,21.03965806116447,20.572467089967127,19.056081992707856,20.821976348598884,21.516579159078546,20.4306363071638,16.887120317921564,20.998794241856146,21.03965806116447,20.572467089967127,19.056081992707856,0.6730307720544249,0.17196507867659672,0.5026723132332016,0.44338028488613035,0.6730307720544249,1,RGS10
